amount,contributor_name,date,honoree_name,state,country
2500.00,NORTH CAROLINA FARM,2010-09-27,Kissell for Congress,NC,US
2000.00,NORTH CAROLINA FARM,2010-08-17,Harold Johnson For Congress,NC,US
5000.00,NORTH CAROLINA FARM,2010-08-27,Longleaf Pine PAC,NC,US
2000.00,NORTH CAROLINA FARM,2010-10-18,Etheridge for Congress,NC,US
500.00,NORTH CAROLINA FARM,2010-10-22,Randall for Congress,NC,US
300.00,NORTH CAROLINA FARM,2010-09-24,Etheridge for Congress,NC,US
2500.00,NORTH CAROLINA FARM,2010-10-18,Mike McIntyre for Congress,NC,US
2000.00,NORTH CAROLINA FARM,2010-10-18,Virgina Fox for Congress,NC,US
1000.00,NORTH CAROLINA FARM,2010-10-18,McHenry for Congress,NC,US
200.00,NORTH CAROLINA FARM,2010-09-01,Etheridge for Congress,NC,US
1000.00,NORTH CAROLINA FARM,2010-10-22,Richard Burr 2010 Victory Committee,NC,US
5000.00,NORTH CAROLINA FARM,2010-09-15,Friends of Roy Blunt,NC,US
2000.00,NORTH CAROLINA FARM,2010-08-27,Walter Jones for Congress,NC,US
3000.00,NORTH CAROLINA FARM,2010-08-05,The Elaine Marshall Committee,NC,US
1000.00,NORTH CAROLINA FARM,2010-09-30,Jeff Duncan for Congress,NC,US
2500.00,NORTH CAROLINA FARM,2010-08-10,Etheridge for Congress,NC,US
1000.00,NORTH CAROLINA FARM,2010-09-20,Sue Myrick for Congress,NC,US
4000.00,NORTH CAROLINA FARM,2010-08-27,David Price for Congress,NC,US
250.00,"SMALLS, DONTAI L",2013-03-29,Hakeem S. Jeffries,DC,US
500.00,"SMALLS, DONTAI L",2013-05-28,Timothy Eugene Scott,DC,US
1000.00,"SMALLS, DONTAI L",2013-06-30,Cory Booker,DC,US
500.00,"SMALLS, DONTAI L",2013-06-30,Suzan DelBene,DC,US
1000.00,"HOGUE DUFFY, BONNIE",2013-06-07,Senator Jack Reed,DC,US
250.00,"HOGUE DUFFY, BONNIE",2013-03-13,Senator Mark Pryor,DC,US
15000.00,"BURTON, KENT",2012-08-07,"Republican National Committee, Romney for President Inc.",DC,US
500.00,"BURTON, KENT",2012-10-16,Steve Pearce,DC,US
1000.00,"BURTON, KENT",2012-12-31,Harry Reid,DC,US
250.00,"BURTON, KENT",2012-08-08,Chris Stewart,DC,US
250.00,"KEATING, THOMAS J",2013-05-22,Congressman Higgins,DC,US
500.00,"STEVENS, CINDY M",2012-11-30,"Dr. Charles W. Boustany, Jr.",DC,US
1000.00,"STEVENS, CINDY M",2012-10-25,"Justin Amash, Tim Walberg, Dan Benishek, Bill Huizenga",DC,US
1000.00,"STEVENS, CINDY M",2012-09-20,Patrick J. Tiberi,DC,US
500.00,"STEVENS, CINDY M",2012-10-12,Jeb Hensarling,DC,US
1000.00,"STEVENS, CINDY M",2012-10-24,Sherrod Brown,DC,US
2000.00,"STEVENS, CINDY M",2012-09-28,N/A,DC,US
300.00,"STEVENS, CINDY M",2012-12-11,John K. Delaney,DC,US
500.00,"STEVENS, CINDY M",2012-10-29,Mark Critz,DC,US
500.00,"STEVENS, CINDY M",2012-11-03,John Boehner,DC,US
1000.00,"STEVENS, CINDY M",2012-09-19,Thomas R. Carper,DC,US
500.00,"STEVENS, CINDY M",2012-10-16,"Robert P. Corker, Jr.",DC,US
150.00,"BOROWSKI, PATRICIA ANN",2012-09-11,PIA's political action fund,VA,US
250.00,CHERNIKOFF & COMPANY,2013-05-13,Senator Patrick Leahy,DC,US
1000.00,"HARPLE, CHARLES E",2013-06-30,Nuclear Energy Institute,DC,US
500.00,"HARPLE, CHARLES E",2013-03-27,Mary Landrieu,DC,US
250.00,"HARPLE, CHARLES E",2013-03-27,John Delaney,DC,US
1000.00,"HARPLE, CHARLES E",2013-02-25,Patrick Leahy,DC,US
10000.00,MARS INCORPORATED,2012-07-11,Members of the Congressional Black Caucus,VA,US
10000.00,MARS INCORPORATED,2012-12-19,President Barack Obama,VA,US
15000.00,MARS INCORPORATED,2012-08-17,Members of the Congressional Hispanic Caucus,VA,US
2500.00,MARS INCORPORATED,2013-01-12,President Barack Obama,VA,US
5000.00,MARS INCORPORATED,2013-06-25,Members of the Congressional Black Caucus,VA,US
10000.00,MARS INCORPORATED,2013-04-18,Rep. James McGovern and Rep. Sheila Jackson Lee,VA,US
25000.00,MARS INCORPORATED,2013-05-31,Members of Congressional Intl. Conservation Caucus,VA,US
5000.00,MARS INCORPORATED,2013-04-17,Rep. Ileana Ros-Lehtinen and Rep. Ruben Hinojosa,VA,US
300.00,"WOGLOM, EMILY",2013-05-13,Corry Westbrook,DC,US
100.00,"WOGLOM, EMILY",2013-05-15,Ed Markey,DC,US
500.00,"MCGREEVY, JIM",2013-06-20,Rep. Grace Meng,DC,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Steve Stivers,FL,US
3000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-04-11,Peter Roskam,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Timothy Walberg,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Rep. Kenny Marchant,FL,US
5000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-05-13,Sen. Richard J. Durbin,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Rep. Virginia Foxx,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Rep. Pete Sessions,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Gus Bilirakis,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Rep. Michael J. Rogers,FL,US
3000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-20,Rep. Steve Southerland II,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Vernon Buchanan,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Cory Gardner,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-26,Ronald Desantis,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Jeff Denham,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Rep. Trey Radel,FL,US
5000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-20,Rep. Tim Scott,FL,US
3000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Rep. Pat J. Tiberi,FL,US
1000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Rep. Tom Reed,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Rep. Mark Meadows,FL,US
3000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Rep. Joe Wilson,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Rep. Richard L. Hudson Jr.,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Rep. Todd Rokita,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Rep. Richard L. Hudson Jr.,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Rep. Trey Radel,FL,US
5000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-05-07,Sen. Mitch McConnell,FL,US
3000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-05-20,Rep. Mike Kelly,FL,US
2500.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-05-20,Jason Smith,FL,US
2500.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-20,Rep. Kevin McCarthy,FL,US
2500.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Rep. Matt Salmon,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Rep. Robert Pittenger,FL,US
5000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Thomas Cotton,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Rep. Dennis A. Ross,FL,US
3000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Jim Gerlach,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-27,Rep. Pete Olson,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Rep. Thomas J. Rooney,FL,US
3000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-05-14,Patrick Meehan Jr.,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Rep. Rodney L. Davis,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Rep. Michael G. Grimm,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-07,Rep. Virginia Foxx,FL,US
5000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Rep. David Lee Camp,FL,US
5000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-05-14,Rep. Eric I. Cantor,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Rep. Tom P. Latham,FL,US
2500.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-04-11,Sen. Christopher A. Coons,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-06,Rep. Mike Coffman,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Daniel Webster,FL,US
2000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Rep. Thomas Edmunds Price M.D.,FL,US
1000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-03-19,Rep. Diane Black,FL,US
5000.00,"BLOOMIN' BRANDS, INC. POLITICAL ACTION COMMITTEE",2013-06-25,Sen. Tim Scott,FL,US
2600.00,"MCCRERY, JAMES O III",2013-06-30,Rep. John Boehner (OH-8) -- Friends of John Boehner (Primary),DC,US
2500.00,"MCCRERY, JAMES O III",2013-06-19,Committee for the Preservation of Capitalism PAC,DC,US
2500.00,"MCCRERY, JAMES O III",2013-01-17,Sen. Rob Portman (OH),DC,US
1000.00,"MCCRERY, JAMES O III",2013-03-18,Rep. John Fleming (LA-4),DC,US
1000.00,"MCCRERY, JAMES O III",2013-06-25,Sen. Pat Roberts (KS),DC,US
1000.00,"MCCRERY, JAMES O III",2013-03-12,Sen. Richard Burr (NC),DC,US
1000.00,"MCCRERY, JAMES O III",2013-02-19,Rep. Tim Griffin (AR-2),DC,US
1000.00,"MCCRERY, JAMES O III",2013-05-15,Sen. John Cornyn (TX),DC,US
4800.00,"MCCRERY, JAMES O III",2013-06-24,National Republican Congressional Committee,DC,US
1000.00,"MCCRERY, JAMES O III",2013-06-26,Sen. David Vitter (LA),DC,US
2600.00,"MCCRERY, JAMES O III",2013-06-30,Rep. John Boehner (OH-8) -- Friends of John Boehner (General Election),DC,US
500.00,"MCCRERY, JAMES O III",2013-02-27,VIEWPAC,DC,US
1000.00,"MCCRERY, JAMES O III",2013-04-18,Rep. Pat Tiberi (OH-12),DC,US
1500.00,"MCCRERY, JAMES O III",2013-04-19,Heartland Values PAC,DC,US
1500.00,"MCCRERY, JAMES O III",2013-06-05,Rep. Morgan Griffith (VA-9),DC,US
1000.00,"MCCRERY, JAMES O III",2013-04-18,Rep. Diane Black (TN-6),DC,US
1000.00,"ZELIFF, WILLIAM H JR",2013-06-25,Kelly Ayotte,DC,US
1000.00,"ZELIFF, WILLIAM H JR",2013-06-17,Walter Jones,DC,US
500.00,"ZELIFF, WILLIAM H JR",2013-06-27,Jeff Fortenberry,DC,US
500.00,"ZELIFF, WILLIAM H JR",2013-01-22,Tim Scott,DC,US
500.00,"ZELIFF, WILLIAM H JR",2013-02-06,Walter Jones,DC,US
500.00,"ZELIFF, WILLIAM H JR",2013-05-14,Jason Smith,DC,US
500.00,"ZELIFF, WILLIAM H JR",2013-06-26,Jeff Duncan,DC,US
1000.00,"ZELIFF, WILLIAM H JR",2013-01-23,Jeanne Shaheen,DC,US
210.00,"SHEPHERD, JENNIFER",2012-02-29,Dianne Feinstein,CA,US
250.00,"MOULTON, DAVID",2013-01-03,Ed Markey,MD,US
1000.00,"MOULTON, DAVID",2013-02-02,Rep. Ed Markey,MD,US
1000.00,"GUIDA, ALFONSO V JR",2013-06-05,Timothy Murphy,DC,US
1000.00,"GUIDA, ALFONSO V JR",2013-06-04,Debbie Stabenow,DC,US
1000.00,"GUIDA, ALFONSO V JR",2013-04-08,Ronald Barber,DC,US
1000.00,"GUIDA, ALFONSO V JR",2013-05-15,Timothy Murphy,DC,US
1000.00,"GUIDA, ALFONSO V JR",2013-06-26,Ronald James Kind,DC,US
1000.00,"GUIDA, ALFONSO V JR",2013-06-25,Ronald Barber,DC,US
1000.00,"GUIDA, ALFONSO V JR",2013-04-11,Paul David Tonko,DC,US
1000.00,"GUIDA, ALFONSO V JR",2013-04-18,Jack F. Reed,DC,US
500.00,"GUIDA, ALFONSO V JR",2013-06-04,Mark Begich,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-04-01,"Rep. Nick J. Rahall, II",DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-06,Rep. Candice S. Miller,DC,US
1000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-06-17,Rep. Lamar Seeligson Smith,DC,US
1000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-19,Rep. Gary G. Miller,DC,US
2000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-12,Rep. James W. Gerlach,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-24,Shelley Berkley,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-12,Blue Dog Political Action Committee,DC,US
1000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-02-18,Rep. Peter Graham Olson,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-02-22,Rep. Frank D. Lucas,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-28,Rep. Darrell Issa,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-06-17,Dennis Rehberg,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-06,Rep. Sander M. Levin,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-22,Rep. Timothy H. Bishop,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-05,Rep. Paul Ryan,DC,US
1500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-15,Travis W. Childers,DC,US
2000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-02-24,"Rep. Louis Buller Gohmert, Jr.",DC,US
2000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-07-28,Rep. Howard Coble,DC,US
1000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-16,"Rep. John B. T. Campbell, III",DC,US
2000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-05,James Warren DeMint,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-03,Rep. Marsha Blackburn,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-06-21,Rep. Randall M. Hultgren,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-02,Rep. Erik Paulsen,DC,US
3500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-02-23,Silvestre Reyes,DC,US
1000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-07-06,Rep. Lloyd Poe,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-06,Thaddeus G. McCotter,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-04-29,Rep. Shelley Moore Capito,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-06-21,"Rep. John Calvin Fleming, Jr.",DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-10,Rep. Eric Ivan Cantor,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-04-27,Sen. James Mountain Inhofe,DC,US
1000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-02-01,Chet Edwards,DC,US
25000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-06-08,Democratic Governors Association,DC,US
1000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-30,Anh Joseph Cao,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-24,Walter C. Minnick,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-07-27,Lawrence Webb Kissell,DC,US
2000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-04-06,John A. Sullivan,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-04-05,Rep. Jim Costa,DC,US
3000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-17,James Warren DeMint,DC,US
1000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-07-06,Rep. Rodney Alexander,DC,US
1000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-07-26,Rep. Kevin Brady,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-06-24,Rep. William Cassidy,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-04-27,Sen. Lamar Alexander,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-24,Rep. Stephen I. Cohen,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-02-22,Rep. John A. Boehner,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-01-26,Rep. Kevin Brady,DC,US
3000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-18,John A. Sullivan,DC,US
1500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-02-18,Mark E. Souder,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-07-26,Rep. Sander M. Levin,DC,US
2000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-06,Rep. Fredrick Stephen Upton,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-04-13,Rep. John A. Boehner,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-28,Rep. Richard Edmund Neal,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-08,Rep. John L. Mica,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-17,Rep. James E. Clyburn,DC,US
15000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-04,Democratic Congressional Campaign Committee,DC,US
1000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-06-29,Rep. John Abney Culberson,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-31,Rep. Peter F. Welch,DC,US
2000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-16,Rep. Doc Hastings,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-04-27,Sen. John McCain,DC,US
2000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-16,Sen. Martin Heinrich,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-17,Sen. John H. Hoeven,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-02-18,Rep. Alice C. Dina Titus,DC,US
4000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-04-26,Rep. Patrick Timothy McHenry,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-28,Brian P. Bilbray,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-07-15,Sen. Marco Antonio Rubio,DC,US
3000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-06-23,Rep. Thomas Joseph Rooney,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-01-04,Dennis Rehberg,DC,US
1500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-02-01,Chet Edwards,DC,US
1000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-06-18,Rep. Carolyn B. Maloney,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-06-23,Sen. Jerry Moran,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-03,Rep. Kevin W. Yoder,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-05-05,Rep. Paul Ryan,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-01-26,Melissa Luburich Bean,DC,US
1000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-02-18,Rep. John Abney Culberson,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-02-22,Stephanie M. Herseth Sandlin,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-07-26,James C. Marshall,DC,US
1000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-16,Anh Joseph Cao,DC,US
2500.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-03-02,Rep. James R. Langevin,DC,US
5000.00,BUILD POLITICAL ACTION COMMITTEE OF THE NATIONAL ASSOCIATION OF HOME BUILDERS (BUILDPAC),2010-06-29,"Rep. Charles W. Boustany, Jr.",DC,US
