amount,contributor_name,date,honoree_name,state,country
300.00,CONNOLLY GROUP,2013-06-25,Steve J. Chabot,VA,US
25000.00,UNDERWRITERS LABORATORIES INC,2013-01-19,President Barack Obama,DC,US
1000000.00,"CONNOLLY, DAVID A",2013-02-15,John A. Boehner,VA,US
300.00,"CONNOLLY, DAVID A",2013-06-26,Steve J. Chabot,VA,US
500.00,"CONNOLLY, DAVID A",2013-03-14,John A. Boehner,VA,US
25.00,"CONNOLLY, DAVID A",2013-03-26,Sam Johnson,VA,US
34.00,"MORRIS, SHAWNA",2013-02-28,NMPF PAC,VA,US
34.00,"MORRIS, SHAWNA",2013-04-15,NMPF PAC,VA,US
34.00,"MORRIS, SHAWNA",2013-05-31,NMPF PAC,VA,US
25.00,"MORRIS, SHAWNA",2013-06-10,Americans for Responsible Solutions PAC,VA,US
34.00,"MORRIS, SHAWNA",2013-01-31,NMPF PAC,VA,US
34.00,"MORRIS, SHAWNA",2013-06-15,NMPF PAC,VA,US
34.00,"MORRIS, SHAWNA",2013-04-30,NMPF PAC,VA,US
34.00,"MORRIS, SHAWNA",2013-03-31,NMPF PAC,VA,US
34.00,"MORRIS, SHAWNA",2013-03-15,NMPF PAC,VA,US
34.00,"MORRIS, SHAWNA",2013-05-15,NMPF PAC,VA,US
34.00,"MORRIS, SHAWNA",2013-01-15,NMPF PAC,VA,US
34.00,"MORRIS, SHAWNA",2013-06-30,NMPF PAC,VA,US
34.00,"MORRIS, SHAWNA",2013-02-15,NMPF PAC,VA,US
500.00,CAPSTONE COUNSEL GROUP LLC,2013-04-23,Mary Landrieu,DC,US
1000.00,CAPSTONE COUNSEL GROUP LLC,2013-03-08,Cory Booker,DC,US
500.00,"MCMILLAN, WALDO",2012-09-26,Joseph Donnelly,DC,US
1000.00,"MCMILLAN, WALDO",2012-12-31,Harry Reid,DC,US
500.00,"MCMILLAN, WALDO",2012-09-27,Chris Murphy,DC,US
500.00,"NAPPI, DOUGLAS",2013-04-16,Senator Jeff Flake,VA,US
1000.00,"NAPPI, DOUGLAS",2013-02-27,Rep. Shelley Moore Capito,VA,US
1000.00,"NAPPI, DOUGLAS",2013-04-24,Senator Pat Roberts,VA,US
500.00,"NAPPI, DOUGLAS",2013-05-06,Senator Lamar Alexander,VA,US
500.00,"NAPPI, DOUGLAS",2013-06-26,David Young,VA,US
1000.00,"NAPPI, DOUGLAS",2013-03-20,Senator Richard Shelby,VA,US
1000.00,"NAPPI, DOUGLAS",2013-05-07,Rep. Pat Tiberi,VA,US
500.00,"NAPPI, DOUGLAS",2013-06-25,Rep. Patrick McHenry,VA,US
500.00,"NAPPI, DOUGLAS",2013-04-16,Rep. Bill Posey,VA,US
1000.00,"NAPPI, DOUGLAS",2013-05-16,Rep. Jeb Henserling,VA,US
500.00,"NAPPI, DOUGLAS",2013-03-05,Rep. Marlin Stutzman,VA,US
250.00,"NAPPI, DOUGLAS",2013-06-25,Rep. Jack Kingston,VA,US
1000.00,"NAPPI, DOUGLAS",2013-05-06,Senator Mike Crapo,VA,US
500.00,"NAPPI, DOUGLAS",2013-05-06,Rep. Randy Neugebauer,VA,US
1000.00,"NAPPI, DOUGLAS",2013-01-25,Senator Dean Heller,VA,US
500.00,"NAPPI, DOUGLAS",2013-06-25,Senator Kelly Ayotte,VA,US
2000.00,"NAPPI, DOUGLAS",2013-02-13,Rep. Dennis Ross,VA,US
1000.00,"NAPPI, DOUGLAS",2013-01-24,Senator Mitch McConnell,VA,US
1000.00,FISHPAC,2013-05-15,Nolan for Congress Volunteer Committee,VA,US
1000.00,FISHPAC,2013-06-06,Rob Wittman for Congress,VA,US
1000.00,FISHPAC,2013-05-14,Upton for All of Us,VA,US
1500.00,FISHPAC,2013-02-26,National Republican Senatorial Committee,VA,US
2500.00,FISHPAC,2013-04-18,McConnell Senate Committee,VA,US
1500.00,FISHPAC,2013-02-26,Democratic Senatorial Campaign Committee,VA,US
500.00,"MCMILLAN, WALDO",2013-04-23,Mary Landrieu,DC,US
1000.00,"MCMILLAN, WALDO",2013-03-08,Cory Booker,DC,US
2500.00,RETAILPAC,2013-05-09,Paul Ryan,DC,US
1000.00,RETAILPAC,2013-03-18,Ron DeSantis,DC,US
1000.00,RETAILPAC,2013-03-20,Mark Pryor,DC,US
2000.00,RETAILPAC,2013-02-26,Tim Griffin,DC,US
105.57,RETAILPAC,2013-05-28,Joe Garcia,DC,US
2000.00,RETAILPAC,2013-04-11,Lamar Alexander,DC,US
10000.00,RETAILPAC,2013-01-29,Democratic Senatorial Campaign Committee,DC,US
2000.00,RETAILPAC,2013-03-21,Ed Whitfield,DC,US
5000.00,RETAILPAC,2013-06-03,Richard (Dick) Durbin,DC,US
1000.00,RETAILPAC,2013-03-20,Peter Welch,DC,US
5000.00,RETAILPAC,2013-06-27,Pat Tiberi,DC,US
1000.00,RETAILPAC,2013-02-12,William (Bill) Shuster,DC,US
2000.00,RETAILPAC,2013-04-11,Pat Tiberi,DC,US
5000.00,RETAILPAC,2013-06-27,Bob Goodlatte,DC,US
1000.00,RETAILPAC,2013-06-27,John Isakson,DC,US
1000.00,RETAILPAC,2013-04-26,Dennis Ross,DC,US
2500.00,RETAILPAC,2013-04-26,Richard Neal,DC,US
2500.00,RETAILPAC,2013-05-09,Michael Enzi,DC,US
1000.00,RETAILPAC,2013-06-19,Jim Clyburn,DC,US
2500.00,RETAILPAC,2013-02-26,Lee Terry,DC,US
5000.00,RETAILPAC,2013-04-26,Eric I Cantor,DC,US
2500.00,RETAILPAC,2013-03-19,Dave Camp,DC,US
15000.00,RETAILPAC,2013-04-26,National Republican Senatorial Committee,DC,US
1000.00,RETAILPAC,2013-06-19,Linda Sanchez,DC,US
1000.00,RETAILPAC,2013-05-09,George Holding,DC,US
2500.00,RETAILPAC,2013-04-11,Bob Goodlatte,DC,US
1000.00,RETAILPAC,2013-03-14,Trey Gowdy,DC,US
1000.00,RETAILPAC,2013-06-03,Gary Miller,DC,US
1000.00,RETAILPAC,2013-03-14,Susan Collins,DC,US
1000.00,RETAILPAC,2013-04-10,Joseph Crowley,DC,US
5000.00,RETAILPAC,2013-03-19,John Boehner,DC,US
1000.00,RETAILPAC,2013-02-27,Michael Enzi,DC,US
1000.00,RETAILPAC,2013-03-18,Jim Gerlach,DC,US
1000.00,RETAILPAC,2013-06-14,Patrick Leahy,DC,US
2500.00,RETAILPAC,2013-03-19,John Boehner,DC,US
5000.00,RETAILPAC,2013-06-19,Eric I. Cantor,DC,US
5000.00,RETAILPAC,2013-03-19,John Boehner,DC,US
1000.00,RETAILPAC,2013-02-25,Heidi Heitkamp,DC,US
1000.00,RETAILPAC,2013-01-29,Mark Begich,DC,US
1000.00,RETAILPAC,2013-05-09,Henry Cuellar,DC,US
1000.00,RETAILPAC,2013-03-21,Nydia M. Velazquez,DC,US
1000.00,RETAILPAC,2013-05-09,Erik Paulsen,DC,US
2000.00,RETAILPAC,2013-06-03,Renee Ellmers,DC,US
2500.00,RETAILPAC,2013-03-18,Steve Stivers,DC,US
1000.00,RETAILPAC,2013-06-03,Kenny Marchant,DC,US
1000.00,RETAILPAC,2013-03-14,Charles W. Boustany,DC,US
1500.00,RETAILPAC,2013-04-11,John Paul Kline,DC,US
1000.00,RETAILPAC,2013-06-25,Joyce Beatty,DC,US
2500.00,RETAILPAC,2013-06-03,John Conyers,DC,US
1000.00,RETAILPAC,2013-03-14,Joyce Beatty,DC,US
1000.00,RETAILPAC,2013-01-29,Joseph Simon Donnelly,DC,US
2000.00,ANDERSON & BAKER,2013-03-22,Steve Daines,MT,US
500.00,"MCMILLAN, WALDO",2012-06-13,Bob Kerrey,DC,US
250.00,"MCMILLAN, WALDO",2012-06-30,Steven Horsford,DC,US
500.00,"MCMILLAN, WALDO",2012-06-30,Claire McCaskill,DC,US
1000.00,"MCMILLAN, WALDO",2012-06-13,Mark Pryor,DC,US
500.00,"MCMILLAN, WALDO",2012-04-27,John Lewis,DC,US
2000.00,"BAKER, MARK",2013-03-22,Steve Daines,MT,US
1000.00,"ROCHA, ISRAEL JR",2013-02-11,Senator Mark Begich,TX,US
2000.00,"ROCHA, ISRAEL JR",2013-06-29,Filemon Vela,TX,US
250.00,"LAWLER, THOMAS",2013-01-30,Senator Tom Carper,DC,US
500.00,"MCLAUGHLIN, MICHELE",2013-02-11,Americans for Responsible Solutions,DC,US
1000.00,"BURKE, WILLIAM",2013-06-22,Senator Jeanne Shaheen,DC,US
1000.00,"BARRON, EDWARD",2013-06-26,Democratic Senatorial Campaign Committee,DC,US
1000.00,"BARRON, EDWARD",2013-06-13,Senator Patrick Leahy,DC,US
1000.00,"BARRON, EDWARD",2013-03-28,Congressman Dan Maffei,DC,US
500.00,"BARRON, EDWARD",2013-03-20,Democratic Senatorial Campaign Committee,DC,US
500.00,"BARRON, EDWARD",2013-05-31,Mayor Alvin Brown,DC,US
500.00,"BARRON, EDWARD",2013-05-21,Congressman Jimmy Duncan,DC,US
1000.00,"BARRON, EDWARD",2013-02-28,Senator Patrick Leahy,DC,US
500.00,"OBEY, CRAIG",2013-06-30,Rush Holt,VA,US
1000.00,"FRENCH, JAMES",2013-02-18,John Conyers,DC,US
500.00,"FRENCH, JAMES",2013-03-13,Mary Landrieu,DC,US
500.00,"FRENCH, JAMES",2013-04-23,John Conyers,DC,US
500.00,"FRENCH, JAMES",2013-06-24,Democratic Senatorial Campaign Committee,DC,US
500.00,"FRENCH, JAMES",2013-02-20,Adam Schiff,DC,US
500.00,"FRENCH, JAMES",2013-06-12,Ted Deutch,DC,US
250.00,"FRENCH, JAMES",2013-06-13,Pat Leahy,DC,US
1000.00,"FRENCH, JAMES",2013-03-07,Al Franken,DC,US
1000.00,"FRENCH, JAMES",2013-06-27,Cedric Richmond,DC,US
1000.00,"FRENCH, JAMES",2013-06-03,Xavier Becerra,DC,US
500.00,"FRENCH, JAMES",2013-03-27,Jared Huffman,DC,US
500.00,"FRENCH, JAMES",2013-04-29,DWSPAC,DC,US
1000.00,"FRENCH, JAMES",2013-04-26,Hakeem Jeffries,DC,US
1000.00,"FRENCH, JAMES",2013-02-28,Green Mountain PAC,DC,US
500.00,"FRENCH, JAMES",2013-04-24,Jerrold Nadler,DC,US
1000.00,"KORENS, MICHAEL E",2013-05-11,"Alexander for Senate, Inc.",VA,US
1000.00,MICHAEL KORENS,2013-05-11,"Alexander for Senate, Inc.",VA,US
1000.00,"BAYNARD, ERNEST C IV",2013-02-05,Mark Pryor,MD,US
500.00,"BAYNARD, ERNEST C IV",2013-03-05,Mac Thornberry,MD,US
1000.00,"BAYNARD, ERNEST C IV",2013-06-17,Duncan Hunter Jr.,MD,US
1000.00,"BAYNARD, ERNEST C IV",2013-02-05,Mark Pryor,MD,US
500.00,"BAYNARD, ERNEST C IV",2013-05-02,Martin Heinrich,MD,US
1500.00,"BAYNARD, ERNEST C IV",2013-04-11,Loretta Sanchez,MD,US
1500.00,"BAYNARD, ERNEST C IV",2013-04-11,Loretta Sanchez,MD,US
500.00,"BAYNARD, ERNEST C IV",2013-05-02,Martin Heinrich,MD,US
500.00,"BAYNARD, ERNEST C IV",2013-04-23,Mike Coffman,MD,US
1500.00,"BAYNARD, ERNEST C IV",2013-04-11,Loretta Sanchez,MD,US
500.00,"BAYNARD, ERNEST C IV",2013-04-16,Mike Honda,MD,US
1500.00,"BAYNARD, ERNEST C IV",2013-04-11,Loretta Sanchez,MD,US
1000.00,"BAYNARD, ERNEST C IV",2013-03-14,Lindsay Graham,MD,US
500.00,"BAYNARD, ERNEST C IV",2013-05-02,Martin Heinrich,MD,US
250.00,"BAYNARD, ERNEST C IV",2013-03-12,Tom Rooney,MD,US
250.00,"BAYNARD, ERNEST C IV",2013-02-05,Mike Honda,MD,US
250.00,"BAYNARD, ERNEST C IV",2013-02-05,Mike Honda,MD,US
1500.00,"BAYNARD, ERNEST C IV",2013-04-11,Loretta Sanchez,MD,US
500.00,"BAYNARD, ERNEST C IV",2013-04-24,Mac Thornberry,MD,US
1500.00,"BAYNARD, ERNEST C IV",2013-04-11,Loretta Sanchez,MD,US
500.00,"BAYNARD, ERNEST C IV",2013-05-02,Martin Heinrich,MD,US
500.00,"GLICK, RICH",2013-06-11,Senator Mark Warner,DC,US
500.00,"GREENE, JOSHUA C",2013-06-28,Friends of Gary Peters,DC,US
1000.00,"GREENE, JOSHUA C",2013-03-28,Mark Udall,DC,US
1000.00,"DINGESS, ROBERT N",2013-04-10,Congressman Bill Shuster,VA,US
1000.00,NATIONAL GRAIN AND FEED ASSOCIATION'S FUND FOR BETTER GOVERN,2013-02-26,Congressman Kevin Yoder,DC,US
1000.00,NATIONAL GRAIN AND FEED ASSOCIATION'S FUND FOR BETTER GOVERN,2013-02-26,Congressman Dan Benishek,DC,US
2000.00,NATIONAL GRAIN AND FEED ASSOCIATION'S FUND FOR BETTER GOVERN,2013-05-14,Senator Pat Roberts,DC,US
500.00,"BAYNARD, ERNEST C IV",2013-04-16,Mike Honda,MD,US
250.00,"BAYNARD, ERNEST C IV",2013-03-12,Tom Rooney,MD,US
1000.00,"BAYNARD, ERNEST C IV",2013-03-14,Lindsay Graham,MD,US
500.00,"BAYNARD, ERNEST C IV",2013-05-02,Martin Heinrich,MD,US
1500.00,"BAYNARD, ERNEST C IV",2013-04-11,Loretta Sanchez,MD,US
250.00,"BAYNARD, ERNEST C IV",2013-02-05,Mike Honda,MD,US
500.00,"BAYNARD, ERNEST C IV",2013-04-23,Mike Coffman,MD,US
1000.00,"BAYNARD, ERNEST C IV",2013-02-05,Mark Pryor,MD,US
500.00,"BAYNARD, ERNEST C IV",2013-03-05,Mac Thornberry,MD,US
1000.00,"BAYNARD, ERNEST C IV",2013-06-17,Duncan Hunter Jr.,MD,US
500.00,"BAYNARD, ERNEST C IV",2013-04-24,Mac Thornberry,MD,US
1000.00,"HOFFMAN, ROBERT",2013-02-18,Ted Cruz,DC,US
1000.00,"CONLEY, JASON MICHAEL",2013-04-01,"MorphoTrust USA, Inc. PAC",DC,US
500.00,"CONLEY, JASON MICHAEL",2013-06-05,Rep. John Tierney,DC,US
500.00,"CONLEY, JASON MICHAEL",2013-04-17,Rep. Mike Rogers (Michigan),DC,US
500.00,"CONLEY, JASON MICHAEL",2013-05-16,Rep. Erik Paulsen,DC,US
500.00,"GOELZ, PETER",2013-04-16,Peter A. DeFazio,DC,US
2500.00,RADPAC,2013-05-28,Rep. Jeffrey Denham (R),DC,US
1500.00,RADPAC,2013-05-28,Rep. Paul Ryan (R),DC,US
2500.00,RADPAC,2013-06-18,Rep. Diane Black (R),DC,US
5000.00,RADPAC,2013-03-05,Rep. Marsha Blackburn (R),DC,US
5000.00,RADPAC,2013-01-30,Rep. Bruce L. Braley (D),DC,US
5000.00,RADPAC,2013-05-07,Rep. Kevin McCarthy (R),DC,US
2500.00,RADPAC,2013-02-15,Rep. Michael Clifton Burgess (R),DC,US
3000.00,RADPAC,2013-04-19,Rep. John Boehner A,DC,US
1000.00,RADPAC,2013-03-12,Rep. Linda T. Sanchez (D),DC,US
2000.00,RADPAC,2013-04-19,Rep. John A. Boehner (R),DC,US
5000.00,RADPAC,2013-01-30,Rep. Bruce L. Braley (D),DC,US
1500.00,RADPAC,2013-03-05,Rep. Janice D. Schakowsky (D),DC,US
2500.00,RADPAC,2013-04-06,Rep. Peter Graham Olson (R),DC,US
1500.00,RADPAC,2013-04-27,Rep. Steve Stivers (R),DC,US
5000.00,RADPAC,2013-04-17,National Republican Senatorial Committee,DC,US
2500.00,RADPAC,2013-06-18,Rep. Lynn Jenkins (R),DC,US
2500.00,RADPAC,2013-02-26,Rep. Linda T. Sanchez (D),DC,US
1500.00,RADPAC,2013-06-11,Sen. Mark Peter Begich (D),DC,US
1000.00,RADPAC,2013-04-17,Rep. Jason E. Chaffetz (R),DC,US
1000.00,RADPAC,2013-02-26,Rep. John M. Shimkus (R),DC,US
5000.00,RADPAC,2013-02-15,Sen. Richard J. Durbin (D),DC,US
3000.00,RADPAC,2013-06-18,Rep. Stephen J. Scalise (R),DC,US
2500.00,RADPAC,2013-06-25,Rep. Kay Granger (R),DC,US
1500.00,RADPAC,2013-02-15,Rep. Ameriash B. Bera (D),DC,US
2000.00,RADPAC,2013-06-14,Rep. Diane Black (R),DC,US
2500.00,RADPAC,2013-06-05,Rep. Mike J. Rogers (R),DC,US
1000.00,RADPAC,2013-06-12,Rep. David B. McKinley (R),DC,US
1500.00,RADPAC,2013-06-26,Rep. Keith J. Rothfus (R),DC,US
1500.00,RADPAC,2013-06-20,Rep. Kurt Schrader (D),DC,US
2500.00,RADPAC,2013-06-18,Rep. Fredrick Stephen Upton (R),DC,US
7500.00,RADPAC,2013-01-15,Democratic Congressional Campaign Committee,DC,US
2500.00,RADPAC,2013-06-05,"Rep. Frank Pallone, Jr. (D)",DC,US
2000.00,RADPAC,2013-03-20,Rep. James David Matheson (D),DC,US
5000.00,RADPAC,2013-06-18,Rep. Andrew P. Harris (R),DC,US
5000.00,RADPAC,2013-01-15,Rep. Larry D. Bucshon (R),DC,US
7500.00,RADPAC,2013-03-01,Democratic Senatorial Campaign Committee,DC,US
2500.00,RADPAC,2013-02-06,Rep. Eric Ivan Cantor (R),DC,US
1500.00,RADPAC,2013-05-28,Rep. Ron Kind (D),DC,US
1500.00,RADPAC,2013-04-24,Sen. Michael B. Enzi (R),DC,US
2500.00,RADPAC,2013-06-26,Sen. Orrin G. Hatch (R),DC,US
3000.00,RADPAC,2013-06-18,Rep. Peter Anderson Sessions (R),DC,US
5000.00,RADPAC,2013-01-18,Rep. James David Matheson (D),DC,US
2000.00,RADPAC,2013-06-26,Rep. Jacqueline Walorski (R),DC,US
2000.00,RADPAC,2013-06-26,Rep. Christopher Patrick Gibson (R),DC,US
2500.00,RADPAC,2013-06-25,Rep. Frank A. LoBiondo (R),DC,US
2000.00,RADPAC,2013-06-26,Rep. Sean P. Duffy (R),DC,US
1000.00,RADPAC,2013-01-18,Sen. Rob Portman (R),DC,US
5000.00,RADPAC,2013-03-26,Rep. Lynn Jenkins (R),DC,US
5000.00,RADPAC,2013-05-14,Rep. Michael Clifton Burgess (R),DC,US
1500.00,RADPAC,2013-03-20,Sen. Mark Peter Begich (D),DC,US
2000.00,RADPAC,2013-03-20,Rep. Lloyd Poe (R),DC,US
1500.00,RADPAC,2013-03-20,Rep. David G. Reichert (R),DC,US
5000.00,RADPAC,2013-04-24,Rep. Lynn A. Westmoreland (R),DC,US
2500.00,RADPAC,2013-05-07,Rep. K. Jacqueline Speier (D),DC,US
5000.00,RADPAC,2013-06-18,Rep. Marsha Blackburn (R),DC,US
5000.00,RADPAC,2013-01-12,Rep. Xavier Becerra (D),DC,US
2500.00,RADPAC,2013-02-28,Rep. Betty McCollum (D),DC,US
2000.00,RADPAC,2013-06-18,Rep. Gregory P. Walden (R),DC,US
2000.00,RADPAC,2013-01-25,Rep. Kristi Lynn Noem (R),DC,US
3000.00,RADPAC,2013-06-18,Rep. Peter J. Roskam (R),DC,US
5000.00,RADPAC,2013-01-30,Rep. Bruce L. Braley (D),DC,US
1000.00,RADPAC,2013-06-21,"Rep. Henry J. Radel, III (R)",DC,US
1000.00,RADPAC,2013-06-12,Sen. Lamar Alexander (R),DC,US
2000.00,RADPAC,2013-03-12,Rep. Aaron Schock (R),DC,US
5000.00,RADPAC,2013-02-05,Rep. John Jenkins Barrow (D),DC,US
5000.00,RADPAC,2013-03-05,Rep. Renee Jacisin Ellmers (R),DC,US
1500.00,RADPAC,2013-02-06,Rep. Charles W. Dent (R),DC,US
1500.00,RADPAC,2013-06-18,Rep. Eric Ivan Cantor (R),DC,US
5000.00,RADPAC,2013-02-05,Rep. John Jenkins Barrow (D),DC,US
1500.00,RADPAC,2013-03-20,Rep. Leonard Lance (R),DC,US
1000.00,RADPAC,2013-04-17,Rep. Peter Anderson Sessions (R),DC,US
5000.00,RADPAC,2013-06-05,"Rep. Frank Pallone, Jr. (D)",DC,US
1000.00,RADPAC,2013-06-26,"Rep. Henry J. Radel, III (R)",DC,US
2500.00,RADPAC,2013-04-17,Rep. Eric Ivan Cantor (R),DC,US
1000.00,RADPAC,2013-06-19,Rep. L. Tammy Duckworth (D),DC,US
1500.00,RADPAC,2013-02-26,Rep. David Philip Roe (R),DC,US
1500.00,RADPAC,2013-06-18,Rep. John M. Shimkus (R),DC,US
1000.00,RADPAC,2013-02-27,Blue Dog Political Action Committee,DC,US
2500.00,RADPAC,2013-06-18,Rep. Stephen Lee Fincher (R),DC,US
2000.00,RADPAC,2013-06-26,Rep. Mike Coffman (R),DC,US
5000.00,RADPAC,2013-01-25,"Rep. Thomas E. Price, M.D. (R)",DC,US
2000.00,RADPAC,2013-05-18,Rep. Andrew P. Harris (R),DC,US
2000.00,RADPAC,2013-05-21,Rep. Jacqueline Walorski (R),DC,US
3000.00,RADPAC,2013-06-18,Rep. James B. Renacci (R),DC,US
1000.00,RADPAC,2013-02-11,Rep. Betty McCollum (D),DC,US
1000.00,RADPAC,2013-02-01,Sen. Johnny Isakson (R),DC,US
2500.00,RADPAC,2013-05-29,Rep. Michael K. Simpson (R),DC,US
5000.00,RADPAC,2013-02-27,Rep. David Lee Camp (R),DC,US
2500.00,RADPAC,2013-04-24,Rep. Raul Ruiz (D),DC,US
5000.00,RADPAC,2013-01-25,"Rep. Thomas E. Price, M.D. (R)",DC,US
2000.00,RADPAC,2013-03-01,Rep. Gus Michael Bilirakis (R),DC,US
4000.00,RADPAC,2013-06-26,Blue Dog Political Action Committee,DC,US
5000.00,RADPAC,2013-02-26,Rep. Joseph Crowley (D),DC,US
1000.00,RADPAC,2013-06-26,Rep. Rodney L. Davis (R),DC,US
1500.00,RADPAC,2013-06-11,Rep. Shelley Moore Capito (R),DC,US
1500.00,RADPAC,2013-02-26,Rep. Andrew P. Harris (R),DC,US
2500.00,RADPAC,2013-06-12,Rep. David Albert Scott (D),DC,US
1000.00,RADPAC,2013-01-25,Sen. David Vitter (R),DC,US
1000.00,RADPAC,2013-06-19,"Rep. Garland Hale Barr, IV (R)",DC,US
2000.00,RADPAC,2013-06-25,Rep. John Thomas Graves (R),DC,US
1500.00,RADPAC,2013-06-18,Rep. Andrew P. Harris (R),DC,US
2000.00,RADPAC,2013-02-14,Rep. John Timothy Griffin (R),DC,US
5000.00,RADPAC,2013-02-05,Rep. John Jenkins Barrow (D),DC,US
1500.00,RADPAC,2013-04-24,Sen. Pat Roberts (R),DC,US
3000.00,RADPAC,2013-06-18,Rep. Gregory P. Walden (R),DC,US
2500.00,RADPAC,2013-06-18,Rep. Devin G. Nunes (R),DC,US
1000.00,RADPAC,2013-01-15,New Democrat Coalition Political Action Committee Aka Ndc PAC,DC,US
2500.00,RADPAC,2013-02-26,Rep. Fredrick Stephen Upton (R),DC,US
2500.00,RADPAC,2013-06-19,Rep. John M. Shimkus (R),DC,US
3000.00,RADPAC,2013-06-18,Rep. Paul R. Gosar (R),DC,US
5000.00,RADPAC,2013-03-05,Rep. Aaron Schock (R),DC,US
2500.00,RADPAC,2013-06-18,Rep. Paul Ryan (R),DC,US
3000.00,RADPAC,2013-06-15,Rep. Thomas Cotton (R),DC,US
1500.00,RADPAC,2013-04-25,Rep. Keith J. Rothfus (R),DC,US
2500.00,RADPAC,2013-06-18,Rep. Peter Graham Olson (R),DC,US
2500.00,RADPAC,2013-03-20,Rep. Joseph R. Pitts (R),DC,US
5000.00,RADPAC,2013-03-20,Yg Action Fund,DC,US
1000.00,RADPAC,2013-06-18,Rep. Erik Paulsen (R),DC,US
500.00,RADPAC,2013-05-15,Sen. Richard M. Burr (R),DC,US
3000.00,RADPAC,2013-06-26,"Rep. Thomas W. Reed, II. (R)",DC,US
2000.00,RADPAC,2013-02-27,Rep. Larry D. Bucshon (R),DC,US
3000.00,RADPAC,2013-06-18,Rep. Peter Graham Olson (R),DC,US
3000.00,RADPAC,2013-06-26,Rep. James David Matheson (D),DC,US
2000.00,RADPAC,2013-02-06,Rep. Kevin Brady (R),DC,US
1500.00,RADPAC,2013-05-15,Rep. Bill Johnson (R),DC,US
5000.00,RADPAC,2013-05-28,"Rep. Charles W. Boustany, Jr. (R)",DC,US
1500.00,RADPAC,2013-03-20,Rep. Daniel J. Benishek (R),DC,US
1000.00,RADPAC,2013-01-18,"Rep. Thomas W. Reed, II. (R)",DC,US
5000.00,RADPAC,2013-04-17,Rep. Xavier Becerra (D),DC,US
2000.00,RADPAC,2013-06-24,Rep. James David Matheson (D),DC,US
1500.00,RADPAC,2013-03-26,Rep. Steven M. Palazzo (R),DC,US
5000.00,RADPAC,2013-06-06,Sen. Max S. Baucus (D),DC,US
5000.00,RADPAC,2013-01-25,National Republican Congressional Committee,DC,US
1000.00,RADPAC,2013-06-05,Rep. Charles William Young (R),DC,US
2000.00,RADPAC,2013-02-13,"Rep. William J. Pascrell, Jr. (D)",DC,US
1000.00,RADPAC,2013-06-05,Rep. Patrick Timothy McHenry (R),DC,US
4000.00,RADPAC,2013-06-18,Rep. Cathy McMorris Rodgers (R),DC,US
5000.00,RADPAC,2013-01-25,"Rep. Thomas E. Price, M.D. (R)",DC,US
5000.00,RADPAC,2013-03-24,Sen. Timothy Eugene Scott (R),DC,US
2000.00,RADPAC,2013-06-26,Rep. Timothy F. Murphy (R),DC,US
2500.00,RADPAC,2013-03-20,Rep. Devin G. Nunes (R),DC,US
1000.00,RADPAC,2013-06-05,Rep. Vernon Buchanan (R),DC,US
2000.00,RADPAC,2013-02-15,Sen. Max S. Baucus (D),DC,US
2000.00,RADPAC,2013-06-18,Rep. Steve Stivers (R),DC,US
1000.00,RADPAC,2013-05-15,Rep. Bill Johnson (R),DC,US
2500.00,RADPAC,2013-03-05,Rep. Lois Capps (D),DC,US
2500.00,RADPAC,2013-03-20,Rep. Christopher Van Hollen (D),DC,US
5000.00,RADPAC,2013-03-20,Rep. Adam Kinzinger (R),DC,US
3000.00,RADPAC,2013-06-18,Rep. S. Brett Guthrie (R),DC,US
1000.00,RADPAC,2013-02-26,Rep. James Patrick McGovern (D),DC,US
1500.00,RADPAC,2013-06-26,Rep. Christopher Van Hollen (D),DC,US
2500.00,RADPAC,2013-02-26,"Rep. Frank Pallone, Jr. (D)",DC,US
2500.00,RADPAC,2013-02-27,Value in Electing Women Political Action Committee,DC,US
1000.00,RADPAC,2013-06-17,Rep. Eric Ivan Cantor (R),DC,US
1500.00,RADPAC,2013-06-26,Rep. Jeffrey Denham (R),DC,US
3000.00,RADPAC,2013-06-26,"Rep. Joseph Heck, Jr. (R)",DC,US
1500.00,RADPAC,2013-05-08,Rep. Leonard Lance (R),DC,US
2500.00,RADPAC,2013-03-22,Rep. Steve J. Israel (D),DC,US
4000.00,RADPAC,2013-03-01,Sen. Mark Peter Begich (D),DC,US
5000.00,RADPAC,2013-04-17,National Republican Senatorial Committee,DC,US
1000.00,RADPAC,2013-05-14,Rep. John B. Larson (D),DC,US
7500.00,RADPAC,2013-01-15,Democratic Congressional Campaign Committee,DC,US
3500.00,RADPAC,2013-06-05,Rep. Charles W. Dent (R),DC,US
1500.00,RADPAC,2013-02-15,Rep. James E. Clyburn (D),DC,US
5000.00,RADPAC,2013-06-26,"Rep. Joseph Heck, Jr. (R)",DC,US
5000.00,RADPAC,2013-06-26,Rep. Phil Gingrey (R),DC,US
2000.00,RADPAC,2013-03-20,Rep. John Boehner A,DC,US
1500.00,RADPAC,2013-06-12,Rep. William Richard Keating (D),DC,US
5000.00,RADPAC,2013-05-02,Sen. Kirsten Elizabeth Gillibrand (D),DC,US
1500.00,RADPAC,2013-05-17,Rep. Derek Kilmer (D),DC,US
1500.00,RADPAC,2013-05-16,Rep. Marcia L. Fudge (D),DC,US
1500.00,RADPAC,2013-02-15,Rep. Shelley Moore Capito (R),DC,US
