Unnamed: 0,Bio Guide ID,Name,Party,State,API URL,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year,Gender,Bill
195,S001204,"San Nicolas, Michael F. Q.",Democratic,Guam,https://api.congress.gov/v3/member/S001204?format=json,,,,2019.0,2023.0,M,31.0
196,L000588,"Lamb, Conor",Democratic,Pennsylvania,https://api.congress.gov/v3/member/L000588?format=json,17.0,,,2018.0,2023.0,M,58.0
197,C001109,"Cheney, Liz",Republican,Wyoming,https://api.congress.gov/v3/member/C001109?format=json,,,,2017.0,2023.0,F,83.0
198,M001200,"McEachin, A. Donald",Democratic,Virginia,https://api.congress.gov/v3/member/M001200?format=json,4.0,,,2017.0,2022.0,M,70.0
199,S001201,"Suozzi, Thomas R.",Democratic,New York,https://api.congress.gov/v3/member/S001201?format=json,3.0,,,2017.0,2023.0,M,56.0
200,B001304,"Brown, Anthony G.",Democratic,Maryland,https://api.congress.gov/v3/member/B001304?format=json,4.0,,,2017.0,2023.0,M,154.0
201,H001074,"Hollingsworth, Trey",Republican,Indiana,https://api.congress.gov/v3/member/H001074?format=json,9.0,,,2017.0,2023.0,M,27.0
202,D000627,"Demings, Val Butler",Democratic,Florida,https://api.congress.gov/v3/member/D000627?format=json,10.0,,,2017.0,2023.0,F,39.0
203,M001202,"Murphy, Stephanie N.",Democratic,Florida,https://api.congress.gov/v3/member/M001202?format=json,7.0,,,2017.0,2023.0,F,67.0
204,L000586,"Lawson, Al, Jr.",Democratic,Florida,https://api.congress.gov/v3/member/L000586?format=json,5.0,,,2017.0,2023.0,M,60.0
205,O000171,"O'Halleran, Tom",Democratic,Arizona,https://api.congress.gov/v3/member/O000171?format=json,1.0,,,2017.0,2023.0,M,125.0
206,S001197,"Sasse, Ben",Republican,Nebraska,https://api.congress.gov/v3/member/S001197?format=json,,2023.0,2015.0,,,M,182.0
207,K000386,"Katko, John",Republican,New York,https://api.congress.gov/v3/member/K000386?format=json,24.0,,,2015.0,2023.0,M,134.0
208,R000602,"Rice, Kathleen M.",Democratic,New York,https://api.congress.gov/v3/member/R000602?format=json,4.0,,,2015.0,2023.0,F,99.0
209,Z000017,"Zeldin, Lee M.",Republican,New York,https://api.congress.gov/v3/member/Z000017?format=json,1.0,,,2015.0,2023.0,M,94.0
210,L000581,"Lawrence, Brenda L.",Democratic,Michigan,https://api.congress.gov/v3/member/L000581?format=json,14.0,,,2015.0,2023.0,F,80.0
211,H001071,"Hice, Jody B.",Republican,Georgia,https://api.congress.gov/v3/member/H001071?format=json,10.0,,,2015.0,2023.0,M,63.0
212,R000597,"Rice, Tom",Republican,South Carolina,https://api.congress.gov/v3/member/R000597?format=json,7.0,,,2013.0,2023.0,M,80.0
213,M001185,"Maloney, Sean Patrick",Democratic,New York,https://api.congress.gov/v3/member/M001185?format=json,18.0,,,2013.0,2023.0,M,145.0
214,W000813,"Walorski, Jackie",Republican,Indiana,https://api.congress.gov/v3/member/W000813?format=json,2.0,,,2013.0,2022.0,F,89.0
215,B001286,"Bustos, Cheri",Democratic,Illinois,https://api.congress.gov/v3/member/B001286?format=json,17.0,,,2013.0,2023.0,F,91.0
216,D000619,"Davis, Rodney",Republican,Illinois,https://api.congress.gov/v3/member/D000619?format=json,13.0,,,2013.0,2023.0,M,139.0
217,L000579,"Lowenthal, Alan S.",Democratic,California,https://api.congress.gov/v3/member/L000579?format=json,47.0,,,2013.0,2023.0,M,112.0
218,S001175,"Speier, Jackie",Democratic,California,https://api.congress.gov/v3/member/S001175?format=json,14.0,,,2008.0,2023.0,F,284.0
219,S001165,"Sires, Albio",Democratic,New Jersey,https://api.congress.gov/v3/member/S001165?format=json,8.0,,,2005.0,2023.0,M,110.0
220,R000585,"Reed, Tom",Republican,New York,https://api.congress.gov/v3/member/R000585?format=json,23.0,,,2010.0,2022.0,M,178.0
221,M001180,"McKinley, David B.",Republican,West Virginia,https://api.congress.gov/v3/member/M001180?format=json,1.0,,,2011.0,2023.0,M,230.0
222,H001056,"Herrera Beutler, Jaime",Republican,Washington,https://api.congress.gov/v3/member/H001056?format=json,3.0,,,2011.0,2023.0,U,63.0
223,G000563,"Gibbs, Bob",Republican,Ohio,https://api.congress.gov/v3/member/G000563?format=json,7.0,,,2011.0,2023.0,M,62.0
224,P000601,"Palazzo, Steven M.",Republican,Mississippi,https://api.congress.gov/v3/member/P000601?format=json,4.0,,,2011.0,2023.0,M,54.0
225,L000576,"Long, Billy",Republican,Missouri,https://api.congress.gov/v3/member/L000576?format=json,7.0,,,2011.0,2023.0,M,46.0
226,H001053,"Hartzler, Vicky",Republican,Missouri,https://api.congress.gov/v3/member/H001053?format=json,4.0,,,2011.0,2023.0,F,98.0
227,K000378,"Kinzinger, Adam",Republican,Illinois,https://api.congress.gov/v3/member/K000378?format=json,16.0,,,2011.0,2023.0,M,115.0
228,B001270,"Bass, Karen",Democratic,California,https://api.congress.gov/v3/member/B001270?format=json,37.0,,,2011.0,2022.0,F,167.0
229,B001274,"Brooks, Mo",Republican,Alabama,https://api.congress.gov/v3/member/B001274?format=json,5.0,,,2011.0,2023.0,M,67.0
230,Y000062,"Yarmuth, John A.",Democratic,Kentucky,https://api.congress.gov/v3/member/Y000062?format=json,3.0,,,2007.0,2023.0,M,111.0
231,P000593,"Perlmutter, Ed",Democratic,Colorado,https://api.congress.gov/v3/member/P000593?format=json,7.0,,,2007.0,2023.0,M,138.0
232,M001166,"McNerney, Jerry",Democratic,California,https://api.congress.gov/v3/member/M001166?format=json,9.0,,,2007.0,2023.0,M,192.0
233,S001180,"Schrader, Kurt",Democratic,Oregon,https://api.congress.gov/v3/member/S001180?format=json,5.0,,,2009.0,2023.0,M,133.0
234,K000368,"Kirkpatrick, Ann",Democratic,Arizona,https://api.congress.gov/v3/member/K000368?format=json,2.0,,,2009.0,2011.0,F,82.0
235,R000072,"Ravenel, Arthur, Jr.",Republican,South Carolina,https://api.congress.gov/v3/member/R000072?format=json,1.0,,,1987.0,1995.0,U,38.0
236,P000523,"Price, David E.",Democratic,North Carolina,https://api.congress.gov/v3/member/P000523?format=json,4.0,,,1987.0,1995.0,U,201.0
237,P000449,"Portman, Rob",Republican,Ohio,https://api.congress.gov/v3/member/P000449?format=json,,2023.0,2011.0,1993.0,2007.0,M,726.0
238,T000461,"Toomey, Patrick",Republican,Pennsylvania,https://api.congress.gov/v3/member/T000461?format=json,,2023.0,2011.0,1999.0,2005.0,M,541.0
239,K000188,"Kind, Ron",Democratic,Wisconsin,https://api.congress.gov/v3/member/K000188?format=json,3.0,,,1997.0,2023.0,U,317.0
240,B000755,"Brady, Kevin",Republican,Texas,https://api.congress.gov/v3/member/B000755?format=json,8.0,,,1997.0,2023.0,U,213.0
241,B000575,"Blunt, Roy",Republican,Missouri,https://api.congress.gov/v3/member/B000575?format=json,,2023.0,2011.0,1997.0,2011.0,M,431.0
242,Y000033,"Young, Don",Republican,Alaska,https://api.congress.gov/v3/member/Y000033?format=json,,,,1973.0,2022.0,U,1199.0
243,U000031,"Upton, Fred",Republican,Michigan,https://api.congress.gov/v3/member/U000031?format=json,6.0,,,1987.0,2023.0,U,228.0
244,S000393,"Shumway, Norman D.",Republican,California,https://api.congress.gov/v3/member/S000393?format=json,14.0,,,1979.0,1991.0,U,161.0
245,S000320,"Shelby, Richard C.",Republican,Alabama,https://api.congress.gov/v3/member/S000320?format=json,,2023.0,1987.0,1979.0,1987.0,M,666.0
246,R000515,"Rush, Bobby L.",Democratic,Illinois,https://api.congress.gov/v3/member/R000515?format=json,1.0,,,1993.0,2023.0,U,328.0
247,R000486,"Roybal-Allard, Lucille",Democratic,California,https://api.congress.gov/v3/member/R000486?format=json,40.0,,,1993.0,2023.0,U,164.0
248,M000087,"Maloney, Carolyn B.",Democratic,New York,https://api.congress.gov/v3/member/M000087?format=json,12.0,,,1993.0,2023.0,U,927.0
249,L000174,"Leahy, Patrick J.",Democratic,Vermont,https://api.congress.gov/v3/member/L000174?format=json,,2023.0,1975.0,,,M,1768.0
