,Bio Guide ID,Name,Party,State,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year,Current Senator,Current House Rep,Years in Senate,Years in House,Served in Senate,Served in House,Suffix,Nickname,Last,First_Actual,Middle
0,B001305,"Budd, Ted",Republican,North Carolina,,,2023.0,2017.0,2023.0,Y,N,0.0,6.0,Y,Y,,,Budd,Ted,
1,W000817,"Warren, Elizabeth",Democratic,Massachusetts,,,2013.0,,,Y,,10.0,,Y,N,,,Warren,Elizabeth,
2,W000802,"Whitehouse, Sheldon",Democratic,Rhode Island,,,2007.0,,,Y,,16.0,,Y,N,,,Whitehouse,Sheldon,
3,Y000064,"Young, Todd",Republican,Indiana,,,2017.0,2011.0,2017.0,Y,N,6.0,6.0,Y,Y,,,Young,Todd,
4,W000800,"Welch, Peter",Democratic,Vermont,,,2023.0,2007.0,2023.0,Y,N,0.0,16.0,Y,Y,,,Welch,Peter,
5,W000779,"Wyden, Ron",Democratic,Oregon,,,1996.0,1981.0,1996.0,Y,N,27.0,15.0,Y,Y,,,Wyden,Ron,
6,W000437,"Wicker, Roger F.",Republican,Mississippi,,,2007.0,1995.0,2007.0,Y,N,16.0,12.0,Y,Y,,,Wicker,Roger,F.
7,V000137,"Vance, J. D.",Republican,Ohio,,,2023.0,,,Y,,0.0,,Y,N,,,Vance,J.,D.
8,W000790,"Warnock, Raphael G.",Democratic,Georgia,,,2021.0,,,Y,,2.0,,Y,N,,,Warnock,Raphael,G.
9,T000278,"Tuberville, Tommy",Republican,Alabama,,,2021.0,,,Y,,2.0,,Y,N,,,Tuberville,Tommy,
10,T000476,"Tillis, Thomas",Republican,North Carolina,,,2015.0,,,Y,,8.0,,Y,N,,,Tillis,Thomas,
11,W000805,"Warner, Mark R.",Democratic,Virginia,,,2009.0,,,Y,,14.0,,Y,N,,,Warner,Mark,R.
12,T000250,"Thune, John",Republican,South Dakota,,,2005.0,1997.0,2003.0,Y,N,18.0,6.0,Y,Y,,,Thune,John,
13,V000128,"Van Hollen, Chris",Democratic,Maryland,,,2017.0,2003.0,2017.0,Y,N,6.0,14.0,Y,Y,,,Van Hollen,Chris,
14,S001203,"Smith, Tina",Democratic,Minnesota,,,2018.0,,,Y,,5.0,,Y,N,,,Smith,Tina,
15,S001198,"Sullivan, Dan",Republican,Alaska,,,2015.0,,,Y,,8.0,,Y,N,,,Sullivan,Dan,
16,S001191,"Sinema, Kyrsten",Independent,Arizona,,,2019.0,2013.0,2019.0,Y,N,4.0,6.0,Y,Y,,,Sinema,Kyrsten,
17,T000464,"Tester, Jon",Democratic,Montana,,,2007.0,,,Y,,16.0,,Y,N,,,Tester,Jon,
18,S001184,"Scott, Tim",Republican,South Carolina,,,2013.0,2011.0,2013.0,Y,N,10.0,2.0,Y,Y,,,Scott,Tim,
19,S001181,"Shaheen, Jeanne",Democratic,New Hampshire,,,2009.0,,,Y,,14.0,,Y,N,,,Shaheen,Jeanne,
20,S000770,"Stabenow, Debbie",Democratic,Michigan,,,2001.0,1997.0,2001.0,Y,N,22.0,4.0,Y,Y,,,Stabenow,Debbie,
21,S001227,"Schmitt, Eric",Republican,Missouri,,,2023.0,,,Y,,0.0,,Y,N,,,Schmitt,Eric,
22,S001217,"Scott, Rick",Republican,Florida,,,2019.0,,,Y,,4.0,,Y,N,,,Scott,Rick,
23,S001194,"Schatz, Brian",Democratic,Hawaii,,,2012.0,,,Y,,11.0,,Y,N,,,Schatz,Brian,
24,R000595,"Rubio, Marco",Republican,Florida,,,2011.0,,,Y,,12.0,,Y,N,,,Rubio,Marco,
25,S000148,"Schumer, Charles E.",Democratic,New York,,,1999.0,1981.0,1999.0,Y,N,24.0,18.0,Y,Y,,,Schumer,Charles,E.
26,S000033,"Sanders, Bernard",Independent,Vermont,,,2007.0,1991.0,2007.0,Y,N,16.0,16.0,Y,Y,,,Sanders,Bernard,
27,R000618,"Ricketts, Pete",Republican,Nebraska,,,2023.0,,,Y,,0.0,,Y,N,,,Ricketts,Pete,
28,R000615,"Romney, Mitt",Republican,Utah,,,2019.0,,,Y,,4.0,,Y,N,,,Romney,Mitt,
29,R000608,"Rosen, Jacky",Democratic,Nevada,,,2019.0,2017.0,2019.0,Y,N,4.0,2.0,Y,Y,,,Rosen,Jacky,
30,R000605,"Rounds, Mike",Republican,South Dakota,,,2015.0,,,Y,,8.0,,Y,N,,,Rounds,Mike,
31,P000595,"Peters, Gary C.",Democratic,Michigan,,,2015.0,2009.0,2015.0,Y,N,8.0,6.0,Y,Y,,,Peters,Gary,C.
32,R000584,"Risch, James E.",Republican,Idaho,,,2009.0,,,Y,,14.0,,Y,N,,,Risch,James,E.
33,R000122,"Reed, Jack",Democratic,Rhode Island,,,1997.0,1991.0,1997.0,Y,N,26.0,6.0,Y,Y,,,Reed,Jack,
34,P000145,"Padilla, Alex",Democratic,California,,,2021.0,,,Y,,2.0,,Y,N,,,Padilla,Alex,
35,O000174,"Ossoff, Jon",Democratic,Georgia,,,2021.0,,,Y,,2.0,,Y,N,,,Ossoff,Jon,
36,M001190,"Mullin, Markwayne",Republican,Oklahoma,,,2023.0,2013.0,2023.0,Y,N,0.0,10.0,Y,Y,,,Mullin,Markwayne,
37,P000603,"Paul, Rand",Republican,Kentucky,,,2011.0,,,Y,,12.0,,Y,N,,,Paul,Rand,
38,M001169,"Murphy, Christopher",Democratic,Connecticut,,,2013.0,2007.0,2013.0,Y,N,10.0,6.0,Y,Y,,,Murphy,Christopher,
39,M001111,"Murray, Patty",Democratic,Washington,,,1993.0,,,Y,,30.0,,Y,N,,,Murray,Patty,
40,M001153,"Murkowski, Lisa",Republican,Alaska,,,2003.0,,,Y,,20.0,,Y,N,,,Murkowski,Lisa,
41,M001198,"Marshall, Roger",Republican,Kansas,,,2021.0,2017.0,2021.0,Y,N,2.0,4.0,Y,Y,,,Marshall,Roger,
42,M001176,"Merkley, Jeff",Democratic,Oregon,,,2009.0,,,Y,,14.0,,Y,N,,,Merkley,Jeff,
43,M000934,"Moran, Jerry",Republican,Kansas,,,2011.0,1997.0,2011.0,Y,N,12.0,14.0,Y,Y,,,Moran,Jerry,
44,M000639,"Menendez, Robert",Democratic,New Jersey,,,2006.0,1993.0,2006.0,Y,N,17.0,13.0,Y,Y,,,Menendez,Robert,
45,M000133,"Markey, Edward J.",Democratic,Massachusetts,,,2013.0,1977.0,2013.0,Y,N,10.0,36.0,Y,Y,,,Markey,Edward,J.
46,M000355,"McConnell, Mitch",Republican,Kentucky,,,1985.0,,,Y,,38.0,,Y,N,,,McConnell,Mitch,
47,K000393,"Kennedy, John",Republican,Louisiana,,,2017.0,,,Y,,6.0,,Y,N,,,Kennedy,John,
48,K000383,"King, Angus S., ",Independent,Maine,,,2013.0,,,Y,,10.0,,Y,N,Jr.,,King,Angus,S.
49,K000367,"Klobuchar, Amy",Democratic,Minnesota,,,2007.0,,,Y,,16.0,,Y,N,,,Klobuchar,Amy,
50,L000577,"Lee, Mike",Republican,Utah,,,2011.0,,,Y,,12.0,,Y,N,,,Lee,Mike,
51,M001183,"Manchin, Joe, ",Democratic,West Virginia,,,2010.0,,,Y,,13.0,,Y,N,III,,Manchin,Joe,
52,L000575,"Lankford, James",Republican,Oklahoma,,,2015.0,2011.0,2015.0,Y,N,8.0,4.0,Y,Y,,,Lankford,James,
53,L000571,"Lummis, Cynthia M.",Republican,Wyoming,,,2021.0,2009.0,2017.0,Y,N,2.0,8.0,Y,Y,,,Lummis,Cynthia,M.
54,L000570,"Lujan, Ben Ray",Democratic,New Mexico,,,2021.0,2009.0,2021.0,Y,N,2.0,12.0,Y,Y,,,Lujan,Ben,Ray
55,H000273,"Hickenlooper, John W.",Democratic,Colorado,,,2021.0,,,Y,,2.0,,Y,N,,,Hickenlooper,John,W.
56,K000377,"Kelly, Mark",Democratic,Arizona,,,2020.0,,,Y,,3.0,,Y,N,,,Kelly,Mark,
57,H001079,"Hyde-Smith, Cindy",Republican,Mississippi,,,2018.0,,,Y,,5.0,,Y,N,,,Hyde-Smith,Cindy,
58,K000384,"Kaine, Tim",Democratic,Virginia,,,2013.0,,,Y,,10.0,,Y,N,,,Kaine,Tim,
59,J000293,"Johnson, Ron",Republican,Wisconsin,,,2011.0,,,Y,,12.0,,Y,N,,,Johnson,Ron,
60,H001061,"Hoeven, John",Republican,North Dakota,,,2011.0,,,Y,,12.0,,Y,N,,,Hoeven,John,
61,H001042,"Hirono, Mazie K.",Democratic,Hawaii,,,2013.0,2007.0,2013.0,Y,N,10.0,6.0,Y,Y,,,Hirono,Mazie,K.
62,H000601,"Hagerty, Bill",Republican,Tennessee,,,2021.0,,,Y,,2.0,,Y,N,,,Hagerty,Bill,
63,H001089,"Hawley, Josh",Republican,Missouri,,,2019.0,,,Y,,4.0,,Y,N,,,Hawley,Josh,
64,H001076,"Hassan, Margaret Wood",Democratic,New Hampshire,,,2017.0,,,Y,,6.0,,Y,N,,,Hassan,Margaret,Wood
65,G000555,"Gillibrand, Kirsten E.",Democratic,New York,,,2009.0,2007.0,2009.0,Y,N,14.0,2.0,Y,Y,,,Gillibrand,Kirsten,E.
66,H001046,"Heinrich, Martin",Democratic,New Mexico,,,2013.0,2009.0,2013.0,Y,N,10.0,4.0,Y,Y,,,Heinrich,Martin,
67,G000386,"Grassley, Chuck",Republican,Iowa,,,1981.0,1975.0,1981.0,Y,N,42.0,6.0,Y,Y,,,Grassley,Chuck,
68,G000359,"Graham, Lindsey",Republican,South Carolina,,,2003.0,1995.0,2003.0,Y,N,20.0,8.0,Y,Y,,,Graham,Lindsey,
69,F000479,"Fetterman, John",Democratic,Pennsylvania,,,2023.0,,,Y,,0.0,,Y,N,,,Fetterman,John,
70,E000295,"Ernst, Joni",Republican,Iowa,,,2015.0,,,Y,,8.0,,Y,N,,,Ernst,Joni,
71,F000463,"Fischer, Deb",Republican,Nebraska,,,2013.0,,,Y,,10.0,,Y,N,,,Fischer,Deb,
72,D000622,"Duckworth, Tammy",Democratic,Illinois,,,2017.0,2013.0,2017.0,Y,N,6.0,4.0,Y,Y,,,Duckworth,Tammy,
73,F000062,"Feinstein, Dianne",Democratic,California,,,1992.0,,,Y,,31.0,,Y,N,,,Feinstein,Dianne,
74,D000563,"Durbin, Richard J.",Democratic,Illinois,,,1997.0,1983.0,1997.0,Y,N,26.0,14.0,Y,Y,,,Durbin,Richard,J.
75,C001113,"Cortez Masto, Catherine",Democratic,Nevada,,,2017.0,,,Y,,6.0,,Y,N,,,Cortez Masto,Catherine,
76,C001098,"Cruz, Ted",Republican,Texas,,,2013.0,,,Y,,10.0,,Y,N,,,Cruz,Ted,
77,C001096,"Cramer, Kevin",Republican,North Dakota,,,2019.0,2013.0,2019.0,Y,N,4.0,6.0,Y,Y,,,Cramer,Kevin,
78,D000618,"Daines, Steve",Republican,Montana,,,2015.0,2013.0,2015.0,Y,N,8.0,2.0,Y,Y,,,Daines,Steve,
79,C001095,"Cotton, Tom",Republican,Arkansas,,,2015.0,2013.0,2015.0,Y,N,8.0,2.0,Y,Y,,,Cotton,Tom,
80,C001056,"Cornyn, John",Republican,Texas,,,2002.0,,,Y,,21.0,,Y,N,,,Cornyn,John,
81,C000880,"Crapo, Mike",Republican,Idaho,,,1999.0,1993.0,1999.0,Y,N,24.0,6.0,Y,Y,,,Crapo,Mike,
82,C001070,"Casey, Robert P., ",Democratic,Pennsylvania,,,2007.0,,,Y,,16.0,,Y,N,Jr.,,Casey,Robert,P.
83,C001088,"Coons, Christopher A.",Democratic,Delaware,,,2010.0,,,Y,,13.0,,Y,N,,,Coons,Christopher,A.
84,C001075,"Cassidy, Bill",Republican,Louisiana,,,2015.0,2009.0,2015.0,Y,N,8.0,6.0,Y,Y,,,Cassidy,Bill,
85,C001035,"Collins, Susan M.",Republican,Maine,,,1997.0,,,Y,,26.0,,Y,N,,,Collins,Susan,M.
86,C001047,"Capito, Shelley Moore",Republican,West Virginia,,,2015.0,2001.0,2015.0,Y,N,8.0,14.0,Y,Y,,,Capito,Shelley,Moore
87,C000174,"Carper, Thomas R.",Democratic,Delaware,,,2001.0,1983.0,1993.0,Y,N,22.0,10.0,Y,Y,,,Carper,Thomas,R.
88,C000141,"Cardin, Benjamin L.",Democratic,Maryland,,,2007.0,1987.0,2007.0,Y,N,16.0,20.0,Y,Y,,,Cardin,Benjamin,L.
89,B001319,"Britt, Katie Boyd",Republican,Alabama,,,2023.0,,,Y,,0.0,,Y,N,,,Britt,Katie,Boyd
90,B001310,"Braun, Mike",Republican,Indiana,,,2019.0,,,Y,,4.0,,Y,N,,,Braun,Mike,
91,B001236,"Boozman, John",Republican,Arkansas,,,2011.0,2001.0,2011.0,Y,N,12.0,10.0,Y,Y,,,Boozman,John,
92,C000127,"Cantwell, Maria",Democratic,Washington,,,2001.0,1993.0,1995.0,Y,N,22.0,2.0,Y,Y,,,Cantwell,Maria,
93,B000944,"Brown, Sherrod",Democratic,Ohio,,,2007.0,1993.0,2007.0,Y,N,16.0,14.0,Y,Y,,,Brown,Sherrod,
94,B001288,"Booker, Cory A.",Democratic,New Jersey,,,2013.0,,,Y,,10.0,,Y,N,,,Booker,Cory,A.
95,B001277,"Blumenthal, Richard",Democratic,Connecticut,,,2011.0,,,Y,,12.0,,Y,N,,,Blumenthal,Richard,
96,B001261,"Barrasso, John",Republican,Wyoming,,,2007.0,,,Y,,16.0,,Y,N,,,Barrasso,John,
97,B001267,"Bennet, Michael F.",Democratic,Colorado,,,2009.0,,,Y,,14.0,,Y,N,,,Bennet,Michael,F.
98,B001230,"Baldwin, Tammy",Democratic,Wisconsin,,,2013.0,1999.0,2013.0,Y,N,10.0,14.0,Y,Y,,,Baldwin,Tammy,
99,B001243,"Blackburn, Marsha",Republican,Tennessee,,,2019.0,2003.0,2019.0,Y,N,4.0,16.0,Y,Y,,,Blackburn,Marsha,
100,B000966,"Broyhill, James T.",Republican,North Carolina,,1987.0,1986.0,1963.0,1986.0,N,N,1.0,23.0,Y,Y,,,Broyhill,James,T.
101,A000017,"Abourezk, James",Democratic,South Dakota,,1979.0,1973.0,1971.0,1973.0,N,N,6.0,2.0,Y,Y,,,Abourezk,James,
102,D000566,"Durenberger, Dave",Republican,Minnesota,,1995.0,1977.0,,,N,,18.0,,Y,N,,,Durenberger,Dave,
103,S001197,"Sasse, Ben",Republican,Nebraska,,2023.0,2015.0,,,N,,8.0,,Y,N,,,Sasse,Ben,
104,P000449,"Portman, Rob",Republican,Ohio,,2023.0,2011.0,1993.0,2007.0,N,N,12.0,14.0,Y,Y,,,Portman,Rob,
105,T000461,"Toomey, Patrick",Republican,Pennsylvania,,2023.0,2011.0,1999.0,2005.0,N,N,12.0,6.0,Y,Y,,,Toomey,Patrick,
106,B000575,"Blunt, Roy",Republican,Missouri,,2023.0,2011.0,1997.0,2011.0,N,N,12.0,14.0,Y,Y,,,Blunt,Roy,
107,S000320,"Shelby, Richard C.",Republican,Alabama,,2023.0,1987.0,1979.0,1987.0,N,N,36.0,8.0,Y,Y,,,Shelby,Richard,C.
108,L000174,"Leahy, Patrick J.",Democratic,Vermont,,2023.0,1975.0,,,N,,48.0,,Y,N,,,Leahy,Patrick,J.
109,C000802,"Cotton, Norris",Republican,New Hampshire,,1977.0,1953.0,1947.0,1953.0,N,N,24.0,6.0,Y,Y,,,Cotton,Norris,
110,C000721,"Cook, Marlow W.",Republican,Kentucky,,1975.0,1967.0,,,N,,8.0,,Y,N,,,Cook,Marlow,W.
111,B001135,"Burr, Richard",Republican,North Carolina,,2023.0,2005.0,1995.0,2005.0,N,N,18.0,10.0,Y,Y,,,Burr,Richard,
112,I000024,"Inhofe, James M.",Republican,Oklahoma,,2023.0,1994.0,1987.0,1995.0,N,N,29.0,8.0,Y,Y,,,Inhofe,James,M.
113,L000594,"Loeffler, Kelly",Republican,Georgia,,2021.0,2020.0,,,N,,1.0,,Y,N,,,Loeffler,Kelly,
114,H001075,"Harris, Kamala D.",Democratic,California,,2021.0,2017.0,,,N,,4.0,,Y,N,,,Harris,Kamala,D.
115,J000300,"Jones, Doug",Democratic,Alabama,,2021.0,2018.0,,,N,,3.0,,Y,N,,,Jones,Doug,
116,S001202,"Strange, Luther",Republican,Alabama,,2018.0,2017.0,,,N,,1.0,,Y,N,,,Strange,Luther,
117,P000612,"Perdue, David",Republican,Georgia,,2021.0,2015.0,,,N,,6.0,,Y,N,,,Perdue,David,
118,M001197,"McSally, Martha",Republican,Arizona,,2020.0,2019.0,2015.0,2019.0,N,N,1.0,4.0,Y,Y,,,McSally,Martha,
119,W000818,"Walsh, John E.",Democratic,Montana,,2015.0,2014.0,,,N,,1.0,,Y,N,,,Walsh,John,E.
120,C001100,"Chiesa, Jeff",Republican,New Jersey,,2013.0,2013.0,,,N,,0.0,,Y,N,,,Chiesa,Jeff,
121,C001099,"Cowan, William M.",Democratic,Massachusetts,,2013.0,2013.0,,,N,,0.0,,Y,N,,,Cowan,William,M.
122,H001069,"Heitkamp, Heidi",Democratic,North Dakota,,2019.0,2013.0,,,N,,6.0,,Y,N,,,Heitkamp,Heidi,
123,K000360,"Kirk, Mark Steven",Republican,Illinois,,2017.0,2010.0,2001.0,2010.0,N,N,7.0,9.0,Y,Y,,,Kirk,Mark,Steven
124,O000167,"Obama, Barack",Democratic,Illinois,,2008.0,2005.0,,,N,,3.0,,Y,N,,,Obama,Barack,
125,C001071,"Corker, Bob",Republican,Tennessee,,2019.0,2007.0,,,N,,12.0,,Y,N,,,Corker,Bob,
126,W000803,"Webb, Jim",Democratic,Virginia,,2013.0,2007.0,,,N,,6.0,,Y,N,,,Webb,Jim,
127,M001170,"McCaskill, Claire",Democratic,Missouri,,2019.0,2007.0,,,N,,12.0,,Y,N,,,McCaskill,Claire,
128,T000254,"Thurmond, Strom",Republican,South Carolina,,2003.0,1953.0,,,N,,50.0,,Y,N,,,Thurmond,Strom,
129,A000368,"Ayotte, Kelly",Republican,New Hampshire,,2017.0,2011.0,,,N,,6.0,,Y,N,,,Ayotte,Kelly,
130,G000561,"Goodwin, Carte Patrick",Democratic,West Virginia,,2010.0,2010.0,,,N,,0.0,,Y,N,,,Goodwin,Carte,Patrick
131,B001268,"Brown, Scott P.",Republican,Massachusetts,,2013.0,2010.0,,,N,,3.0,,Y,N,,,Brown,Scott,P.
132,L000572,"LeMieux, George S.",Republican,Florida,,2011.0,2009.0,,,N,,2.0,,Y,N,,,LeMieux,George,S.
133,M001162,"Martinez, Mel",Republican,Florida,,2009.0,2005.0,,,N,,4.0,,Y,N,,,Martinez,Mel,
134,F000457,"Franken, Al",Democratic,Minnesota,,2018.0,2009.0,,,N,,9.0,,Y,N,,,Franken,Al,
135,G000562,"Gardner, Cory",Republican,Colorado,,2021.0,2015.0,2011.0,2015.0,N,N,6.0,4.0,Y,Y,,,Gardner,Cory,
136,K000374,"Kirk, Paul Grattan, ",Democratic,Massachusetts,,2010.0,2009.0,,,N,,1.0,,Y,N,Jr.,,Kirk,Paul,Grattan
137,S001163,"Salazar, Ken",Democratic,Colorado,,2009.0,2005.0,,,N,,4.0,,Y,N,,,Salazar,Ken,
138,C001041,"Clinton, Hillary Rodham",Democratic,New York,,2009.0,2001.0,,,N,,8.0,,Y,N,,,Clinton,Hillary,Rodham
139,H001041,"Heller, Dean",Republican,Nevada,,2019.0,2011.0,2007.0,2011.0,N,N,8.0,4.0,Y,Y,,,Heller,Dean,
140,D000607,"Donnelly, Joe",Democratic,Indiana,,2019.0,2013.0,2007.0,2013.0,N,N,6.0,6.0,Y,Y,,,Donnelly,Joe,
141,K000373,"Kaufman, Edward E.",Democratic,Delaware,,2010.0,2009.0,,,N,,1.0,,Y,N,,,Kaufman,Edward,E.
142,B001266,"Burris, Roland",Democratic,Illinois,,2010.0,2009.0,,,N,,1.0,,Y,N,,,Burris,Roland,
143,H001049,"Hagan, Kay R.",Democratic,North Carolina,,2015.0,2009.0,,,N,,6.0,,Y,N,,,Hagan,Kay,R.
144,J000291,"Johanns, Mike",Republican,Nebraska,,2015.0,2009.0,,,N,,6.0,,Y,N,,,Johanns,Mike,
145,B001265,"Begich, Mark",Democratic,Alaska,,2015.0,2009.0,,,N,,6.0,,Y,N,,,Begich,Mark,
146,K000333,"Krueger, Robert C.",Democratic,Texas,,1995.0,1993.0,1975.0,1979.0,N,N,2.0,4.0,Y,Y,,,Krueger,Robert,C.
147,D000294,"DeWine, Mike",Republican,Ohio,,2007.0,1995.0,1983.0,1991.0,N,N,12.0,8.0,Y,Y,,,DeWine,Mike,
148,D000064,"Daschle, Thomas A.",Democratic,South Dakota,,2005.0,1987.0,1979.0,1987.0,N,N,18.0,8.0,Y,Y,,,Daschle,Thomas,A.
149,R000146,"Reid, Harry",Democratic,Nevada,,2017.0,1987.0,1983.0,1987.0,N,N,30.0,4.0,Y,Y,,,Reid,Harry,
150,Q000007,"Quayle, Dan",Republican,Indiana,,1991.0,1981.0,1977.0,1981.0,N,N,10.0,4.0,Y,Y,,,Quayle,Dan,
151,P000513,"Pressler, Larry",Republican,South Dakota,,1997.0,1979.0,1975.0,1979.0,N,N,18.0,4.0,Y,Y,,,Pressler,Larry,
152,P000218,"Pepper, Claude",Democratic,Florida,18.0,1951.0,1935.0,1963.0,1991.0,N,N,16.0,28.0,Y,Y,,,Pepper,Claude,
153,I000055,"Isakson, Johnny",Republican,Georgia,,2019.0,2005.0,1999.0,2005.0,N,N,14.0,6.0,Y,Y,,,Isakson,Johnny,
154,D000595,"DeMint, Jim",Republican,South Carolina,,2013.0,2005.0,1999.0,2005.0,N,N,8.0,6.0,Y,Y,,,DeMint,Jim,
155,U000038,"Udall, Mark",Democratic,Colorado,,2015.0,2009.0,1999.0,2009.0,N,N,6.0,10.0,Y,Y,,,Udall,Mark,
156,V000126,"Voinovich, George V.",Republican,Ohio,,2011.0,1999.0,,,N,,12.0,,Y,N,,,Voinovich,George,V.
157,E000286,"Edwards, John",Democratic,North Carolina,,2005.0,1999.0,,,N,,6.0,,Y,N,,,Edwards,John,
158,B001233,"Bayh, Evan",Democratic,Indiana,,2011.0,1999.0,,,N,,12.0,,Y,N,,,Bayh,Evan,
159,F000442,"Fitzgerald, Peter",Republican,Illinois,,2005.0,1999.0,,,N,,6.0,,Y,N,,,Fitzgerald,Peter,
160,V000127,"Vitter, David",Republican,Louisiana,,2017.0,2005.0,1999.0,2005.0,N,N,12.0,6.0,Y,Y,,,Vitter,David,
161,U000039,"Udall, Tom",Democratic,New Mexico,,2021.0,2009.0,1999.0,2009.0,N,N,12.0,10.0,Y,Y,,,Udall,Tom,
162,S001141,"Sessions, Jeff",Republican,Alabama,,2017.0,1997.0,,,N,,20.0,,Y,N,,,Sessions,Jeff,
163,H001028,"Hagel, Chuck",Republican,Nebraska,,2009.0,1997.0,,,N,,12.0,,Y,N,,,Hagel,Chuck,
164,E000285,"Enzi, Michael B.",Republican,Wyoming,,2021.0,1997.0,,,N,,24.0,,Y,N,,,Enzi,Michael,B.
165,C001034,"Cleland, Max",Democratic,Georgia,,2003.0,1997.0,,,N,,6.0,,Y,N,,,Cleland,Max,
166,S001078,"Sununu, John E.",Republican,New Hampshire,,2009.0,2003.0,1997.0,2003.0,N,N,6.0,6.0,Y,Y,,,Sununu,John,E.
167,Z000013,"Zorinsky, Edward",Democratic,Nebraska,,1989.0,1977.0,,,N,,12.0,,Y,N,,,Zorinsky,Edward,
168,Y000047,"Young, Milton R.",Republican,North Dakota,,1981.0,1945.0,,,N,,36.0,,Y,N,,,Young,Milton,R.
169,W000665,"Wofford, Harris",Democratic,Pennsylvania,,1995.0,1991.0,,,N,,4.0,,Y,N,,,Wofford,Harris,
170,W000607,"Wilson, Pete",Republican,California,,1993.0,1983.0,,,N,,10.0,,Y,N,,,Wilson,Pete,
171,W000502,"Williams, Harrison A., ",Democratic,New Jersey,,1982.0,1959.0,1953.0,1957.0,N,N,23.0,4.0,Y,Y,Jr.,,Williams,Harrison,A.
172,W000288,"Wellstone, Paul D.",Democratic,Minnesota,,2002.0,1991.0,,,N,,11.0,,Y,N,,,Wellstone,Paul,D.
173,W000253,"Weicker, Lowell P., ",Republican,Connecticut,,1989.0,1973.0,1969.0,1971.0,N,N,16.0,2.0,Y,Y,Jr.,,Weicker,Lowell,P.
174,W000092,"Wallop, Malcolm",Republican,Wyoming,,1995.0,1977.0,,,N,,18.0,,Y,N,,,Wallop,Malcolm,
175,T000410,"Tunney, John V.",Democratic,California,,1977.0,1973.0,1965.0,1973.0,N,N,4.0,8.0,Y,Y,,,Tunney,John,V.
176,T000322,"Tower, John G.",Republican,Texas,,1985.0,1961.0,,,N,,24.0,,Y,N,,,Tower,John,G.
177,T000457,"Thompson, Fred",Republican,Tennessee,,2003.0,1994.0,,,N,,9.0,,Y,N,,,Thompson,Fred,
178,B000401,"Bentsen, Lloyd M.",Democratic,Texas,,1993.0,1971.0,1947.0,1955.0,N,N,22.0,8.0,Y,Y,,,Bentsen,Lloyd,M.
179,B000384,"Bennett, Wallace F.",Republican,Utah,,1975.0,1951.0,,,N,,24.0,,Y,N,,,Bennett,Wallace,F.
180,B000382,"Bennett, Robert F.",Republican,Utah,,2011.0,1993.0,,,N,,18.0,,Y,N,,,Bennett,Robert,F.
181,B000351,"Bellmon, Henry L.",Republican,Oklahoma,,1981.0,1969.0,,,N,,12.0,,Y,N,,,Bellmon,Henry,L.
182,B000272,"Beall, J. Glenn, ",Republican,Maryland,,1977.0,1973.0,1969.0,1971.0,N,N,4.0,2.0,Y,Y,Jr.,,Beall,J.,Glenn
183,B000254,"Bayh, Birch",Democratic,Indiana,,1981.0,1963.0,,,N,,18.0,,Y,N,,,Bayh,Birch,
184,B000200,"Bartlett, Dewey F.",Republican,Oklahoma,,1979.0,1973.0,,,N,,6.0,,Y,N,,,Bartlett,Dewey,F.
185,B000063,"Baker, Howard H., ",Republican,Tennessee,,1985.0,1967.0,,,N,,18.0,,Y,N,Jr.,,Baker,Howard,H.
186,A000356,"Ashcroft, John",Republican,Missouri,,2001.0,1995.0,,,N,,6.0,,Y,N,,,Ashcroft,John,
187,A000202,"Anderson, Wendell R.",Democratic,Minnesota,,1979.0,1977.0,,,N,,2.0,,Y,N,,,Anderson,Wendell,R.
188,A000139,"Allen, Maryon",Democratic,Alabama,,1979.0,1977.0,,,N,,2.0,,Y,N,,,Allen,Maryon,
189,A000127,"Allen, James B.",Democratic,Alabama,,1979.0,1969.0,,,N,,10.0,,Y,N,,,Allen,James,B.
190,A000062,"Aiken, George",Republican,Vermont,,1975.0,1941.0,,,N,,34.0,,Y,N,,,Aiken,George,
191,A000355,"Abraham, Spencer",Republican,Michigan,,2001.0,1995.0,,,N,,6.0,,Y,N,,,Abraham,Spencer,
192,W000782,"Wyman, Louis C.",Republican,New Hampshire,,1975.0,1974.0,1963.0,1965.0,N,N,1.0,2.0,Y,Y,,,Wyman,Louis,C.
193,W000647,"Wirth, Timothy",Democratic,Colorado,,1993.0,1987.0,1975.0,1987.0,N,N,6.0,12.0,Y,Y,,,Wirth,Timothy,
194,T000393,"Tsongas, Paul E.",Democratic,Massachusetts,,1985.0,1979.0,1975.0,1979.0,N,N,6.0,4.0,Y,Y,,,Tsongas,Paul,E.
195,T000367,"Trible, Paul S., ",Republican,Virginia,,1989.0,1983.0,1977.0,1983.0,N,N,6.0,6.0,Y,Y,Jr.,,Trible,Paul,S.
196,T000317,"Torricelli, Robert G.",Democratic,New Jersey,,2003.0,1997.0,1983.0,1997.0,N,N,6.0,14.0,Y,Y,,,Torricelli,Robert,G.
197,T000162,"Thomas, Craig",Republican,Wyoming,,2007.0,1995.0,1989.0,1995.0,N,N,12.0,6.0,Y,Y,,,Thomas,Craig,
198,T000024,"Talent, Jim",Republican,Missouri,,2007.0,2002.0,1993.0,2001.0,N,N,5.0,8.0,Y,Y,,,Talent,Jim,
