,Bio Guide ID,Name,Party,State,API URL,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year
1855,T000462,"Tiberi, Patrick J.",Republican,Ohio,https://api.congress.gov/v3/member/T000462?format=json,12.0,,,2001,2018
1856,I000057,"Israel, Steve",Democratic,New York,https://api.congress.gov/v3/member/I000057?format=json,3.0,,,2001,2017
1857,G000547,"Grucci, Felix J., Jr.",Republican,New York,https://api.congress.gov/v3/member/G000547?format=json,1.0,,,2001,2003
1858,F000443,"Ferguson, Mike",Republican,New Jersey,https://api.congress.gov/v3/member/F000443?format=json,7.0,,,2001,2009
1859,O000165,"Osborne, Tom",Republican,Nebraska,https://api.congress.gov/v3/member/O000165?format=json,3.0,,,2001,2007
1860,G000546,"Graves, Sam",Republican,Missouri,https://api.congress.gov/v3/member/G000546?format=json,6.0,,,2001,
1861,A000358,"Akin, W. Todd",Republican,Missouri,https://api.congress.gov/v3/member/A000358?format=json,2.0,,,2001,2013
1862,C001049,"Clay, Wm. Lacy",Democratic,Missouri,https://api.congress.gov/v3/member/C001049?format=json,1.0,,,2001,2021
1863,M001143,"McCollum, Betty",Democratic,Minnesota,https://api.congress.gov/v3/member/M001143?format=json,4.0,,,2001,
1864,K000358,"Kennedy, Mark R.",Republican,Minnesota,https://api.congress.gov/v3/member/K000358?format=json,6.0,,,2001,2007
1865,R000572,"Rogers, Mike J.",Republican,Michigan,https://api.congress.gov/v3/member/R000572?format=json,8.0,,,2001,2015
1866,K000359,"Kerns, Brian D.",Republican,Indiana,https://api.congress.gov/v3/member/K000359?format=json,7.0,,,2001,2003
1867,P000587,"Pence, Mike",Republican,Indiana,https://api.congress.gov/v3/member/P000587?format=json,6.0,,,2001,2013
1868,J000285,"Johnson, Timothy V.",Republican,Illinois,https://api.congress.gov/v3/member/J000285?format=json,15.0,,,2001,2013
1869,O000166,"Otter, C. L. (Butch)",Republican,Idaho,https://api.congress.gov/v3/member/O000166?format=json,1.0,,,2001,2007
1870,P000586,"Putnam, Adam H.",Republican,Florida,https://api.congress.gov/v3/member/P000586?format=json,12.0,,,2001,2011
1871,K000361,"Keller, Ric",Republican,Florida,https://api.congress.gov/v3/member/K000361?format=json,8.0,,,2001,2009
1872,C001045,"Crenshaw, Ander",Republican,Florida,https://api.congress.gov/v3/member/C001045?format=json,4.0,,,2001,2017
1873,S001152,"Simmons, Rob",Republican,Connecticut,https://api.congress.gov/v3/member/S001152?format=json,2.0,,,2001,2007
1874,D000598,"Davis, Susan A.",Democratic,California,https://api.congress.gov/v3/member/D000598?format=json,53.0,,,2001,2021
1875,I000056,"Issa, Darrell E.",Republican,California,https://api.congress.gov/v3/member/I000056?format=json,48.0,,,2001,2019
1876,S001150,"Schiff, Adam B.",Democratic,California,https://api.congress.gov/v3/member/S001150?format=json,30.0,,,2001,
1877,H001034,"Honda, Michael M.",Democratic,California,https://api.congress.gov/v3/member/H001034?format=json,17.0,,,2001,2017
1878,F000444,"Flake, Jeff",Republican,Arizona,https://api.congress.gov/v3/member/F000444?format=json,,2019,2013,2001,2013
1879,R000573,"Ross, Mike",Democratic,Arkansas,https://api.congress.gov/v3/member/R000573?format=json,4.0,,,2001,2013
1880,C001042,"Corzine, Jon S.",Democratic,New Jersey,https://api.congress.gov/v3/member/C001042?format=json,,2006,2001,,
1881,N000180,"Nelson, Ben",Democratic,Nebraska,https://api.congress.gov/v3/member/N000180?format=json,,2013,2001,,
1882,D000596,"Dayton, Mark",Democratic,Minnesota,https://api.congress.gov/v3/member/D000596?format=json,,2007,2001,,
1883,V000087,"Vento, Bruce F.",Democratic,Minnesota,https://api.congress.gov/v3/member/V000087?format=json,4.0,,,1977,2001
1884,M001141,"Miller, Zell",Democratic,Georgia,https://api.congress.gov/v3/member/M001141?format=json,,2005,2000,,
1885,B000229,"Bateman, Herbert H.",Republican,Virginia,https://api.congress.gov/v3/member/B000229?format=json,1.0,,,1983,2001
1886,B001234,"Baca, Joe",Democratic,California,https://api.congress.gov/v3/member/B001234?format=json,43.0,,,1999,2013
1887,C001040,"Chafee, Lincoln",Republican,Rhode Island,https://api.congress.gov/v3/member/C001040?format=json,,2007,1999,,
1888,F000187,"Flanagan, Michael Patrick",Republican,Illinois,https://api.congress.gov/v3/member/F000187?format=json,5.0,,,1995,1997
1889,F000184,"Flake, Floyd H.",Democratic,New York,https://api.congress.gov/v3/member/F000184?format=json,6.0,,,1987,1999
1890,F000161,"Fithian, Floyd J.",Democratic,Indiana,https://api.congress.gov/v3/member/F000161?format=json,2.0,,,1975,1983
1891,F000152,"Fisher, O. C.",Democratic,Texas,https://api.congress.gov/v3/member/F000152?format=json,21.0,,,1943,1975
1892,F000151,"Fisher, Joesph L.",Democratic,Virginia,https://api.congress.gov/v3/member/F000151?format=json,10.0,,,1975,1981
1893,F000141,"Fish, Hamilton, Jr.",Republican,New York,https://api.congress.gov/v3/member/F000141?format=json,19.0,,,1969,1995
1894,C000868,"Cramer, Robert E. (Bud), Jr.",Democratic,Alabama,https://api.congress.gov/v3/member/C000868?format=json,5.0,,,1991,2009
1895,C000858,"Craig, Larry E.",Republican,Idaho,https://api.congress.gov/v3/member/C000858?format=json,,2009,1991,1981,1991
1896,C000846,"Coyne, William J.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/C000846?format=json,14.0,,,1981,2003
1897,C000845,"Coyne, James K.",Republican,Pennsylvania,https://api.congress.gov/v3/member/C000845?format=json,8.0,,,1981,1983
1898,C000836,"Cox, John W., Jr.",Democratic,Illinois,https://api.congress.gov/v3/member/C000836?format=json,16.0,,,1991,1993
1899,C000830,"Cox, Christopher",Republican,California,https://api.congress.gov/v3/member/C000830?format=json,48.0,,,1989,2007
1900,C000809,"Courter, Jim",Republican,New Jersey,https://api.congress.gov/v3/member/C000809?format=json,12.0,,,1979,1991
1901,C000807,"Coughlin, Lawrence",Republican,Pennsylvania,https://api.congress.gov/v3/member/C000807?format=json,13.0,,,1969,1993
1902,C000799,"Cotter, William R.",Democratic,Connecticut,https://api.congress.gov/v3/member/C000799?format=json,1.0,,,1971,1983
1903,C000794,"Costello, Jerry F.",Democratic,Illinois,https://api.congress.gov/v3/member/C000794?format=json,12.0,,,1987,2013
1904,C000788,"Corrada, Baltasar",Independent,Puerto Rico,https://api.congress.gov/v3/member/C000788?format=json,,,,1977,1987
1905,C000787,"Cornwell, David L.",Democratic,Indiana,https://api.congress.gov/v3/member/C000787?format=json,8.0,,,1977,1979
1906,C000782,"Cornell, Robert J.",Democratic,Wisconsin,https://api.congress.gov/v3/member/C000782?format=json,8.0,,,1975,1979
1907,C000780,"Corman, James C.",Democratic,California,https://api.congress.gov/v3/member/C000780?format=json,21.0,,,1961,1981
1908,C000773,"Corcoran, Tom",Republican,Illinois,https://api.congress.gov/v3/member/C000773?format=json,14.0,,,1977,1985
1909,C000767,"Coppersmith, Sam",Democratic,Arizona,https://api.congress.gov/v3/member/C000767?format=json,1.0,,,1993,1995
1910,C000737,"Cooley, Wes",Republican,Oregon,https://api.congress.gov/v3/member/C000737?format=json,2.0,,,1995,1997
1911,C000714,"Conyers, John, Jr.",Democratic,Michigan,https://api.congress.gov/v3/member/C000714?format=json,13.0,,,1965,2017
1912,C000709,"Conte, Silvio O.",Republican,Massachusetts,https://api.congress.gov/v3/member/C000709?format=json,1.0,,,1959,1993
1913,C000682,"Conlan, John B.",Republican,Arizona,https://api.congress.gov/v3/member/C000682?format=json,4.0,,,1973,1977
1914,C000670,"Condit, Gary A.",Democratic,California,https://api.congress.gov/v3/member/C000670?format=json,18.0,,,1989,2003
1915,C000666,"Conable, Barber B., Jr.",Republican,New York,https://api.congress.gov/v3/member/C000666?format=json,30.0,,,1965,1985
1916,C000653,"Combest, Larry",Republican,Texas,https://api.congress.gov/v3/member/C000653?format=json,19.0,,,1985,2003
1917,C000646,"Colorado, Antonio",Democratic,Puerto Rico,https://api.congress.gov/v3/member/C000646?format=json,,,,1991,1993
1918,C000640,"Collins, Mac",Republican,Georgia,https://api.congress.gov/v3/member/C000640?format=json,8.0,,,1993,2005
1919,C000638,"Collins, James M.",Republican,Texas,https://api.congress.gov/v3/member/C000638?format=json,3.0,,,1967,1983
1920,C000634,"Collins, Cardiss",Democratic,Illinois,https://api.congress.gov/v3/member/C000634?format=json,7.0,,,1973,1997
1921,C000633,"Collins, Barbara-Rose",Democratic,Michigan,https://api.congress.gov/v3/member/C000633?format=json,15.0,,,1991,1997
1922,C000629,"Collier, Harold R.",Republican,Illinois,https://api.congress.gov/v3/member/C000629?format=json,6.0,,,1957,1975
1923,C000621,"Coleman, Ronald D.",Democratic,Texas,https://api.congress.gov/v3/member/C000621?format=json,16.0,,,1983,1997
1924,C000618,"Coleman, E. Thomas",Republican,Missouri,https://api.congress.gov/v3/member/C000618?format=json,6.0,,,1977,1993
1925,C000598,"Cohen, William S.",Republican,Maine,https://api.congress.gov/v3/member/C000598?format=json,,1997,1979,1973,1979
1926,C000581,"Coelho, Anthony Lee",Democratic,California,https://api.congress.gov/v3/member/C000581?format=json,15.0,,,1979,1991
1927,C000560,"Coburn, Tom",Republican,Oklahoma,https://api.congress.gov/v3/member/C000560?format=json,,2015,2005,1995,2001
1928,C000556,"Coble, Howard",Republican,North Carolina,https://api.congress.gov/v3/member/C000556?format=json,6.0,,,1985,2015
1929,C000555,"Cobey, William W.",Republican,North Carolina,https://api.congress.gov/v3/member/C000555?format=json,4.0,,,1985,1987
1930,C000542,"Coats, Daniel",Republican,Indiana,https://api.congress.gov/v3/member/C000542?format=json,,1999,1989,1981,1989
1931,C000537,"Clyburn, James E.",Democratic,South Carolina,https://api.congress.gov/v3/member/C000537?format=json,6.0,,,1993,
1932,C000523,"Clinger, William F., Jr.",Republican,Pennsylvania,https://api.congress.gov/v3/member/C000523?format=json,5.0,,,1979,1997
1933,C000512,"Cleveland, James C.",Republican,New Hampshire,https://api.congress.gov/v3/member/C000512?format=json,2.0,,,1963,1981
1934,C000503,"Clement, Bob",Democratic,Tennessee,https://api.congress.gov/v3/member/C000503?format=json,5.0,,,1987,2003
1935,C000494,"Clayton, Eva M.",Democratic,North Carolina,https://api.congress.gov/v3/member/C000494?format=json,1.0,,,1991,2003
1936,C000488,"Clay, William (Bill)",Democratic,Missouri,https://api.congress.gov/v3/member/C000488?format=json,1.0,,,1969,2001
1937,C000476,"Clawson, Del",Republican,California,https://api.congress.gov/v3/member/C000476?format=json,33.0,,,1963,1979
1938,C000475,"Clausen, Don H.",Republican,California,https://api.congress.gov/v3/member/C000475?format=json,2.0,,,1963,1983
1939,C000462,"Clarke, James McC.",Democratic,North Carolina,https://api.congress.gov/v3/member/C000462?format=json,11.0,,,1983,1985
1940,C000431,"Clark, Frank M.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/C000431?format=json,25.0,,,1955,1975
1941,C000409,"Clancy, Donald D.",Republican,Ohio,https://api.congress.gov/v3/member/C000409?format=json,2.0,,,1961,1977
1942,C000385,"Chrysler, Dick",Republican,Michigan,https://api.congress.gov/v3/member/C000385?format=json,8.0,,,1995,1997
1943,C000377,"Christensen, Jon",Republican,Nebraska,https://api.congress.gov/v3/member/C000377?format=json,2.0,,,1995,1999
1944,C000371,"Chisholm, Shirley",Democratic,New York,https://api.congress.gov/v3/member/C000371?format=json,12.0,,,1969,1983
1945,C000345,"Chenoweth-Hage, Helen",Republican,Idaho,https://api.congress.gov/v3/member/C000345?format=json,1.0,,,1995,2001
1946,C000344,"Cheney, Dick",Republican,Wyoming,https://api.congress.gov/v3/member/C000344?format=json,,,,1979,1991
1947,C000322,"Chappie, Eugene A.",Republican,California,https://api.congress.gov/v3/member/C000322?format=json,2.0,,,1981,1987
1948,C000321,"Chappell, Bill, Jr.",Democratic,Florida,https://api.congress.gov/v3/member/C000321?format=json,4.0,,,1969,1989
1949,C000312,"Chapman, Jim",Democratic,Texas,https://api.congress.gov/v3/member/C000312?format=json,1.0,,,1985,1997
1950,C000293,"Chandler, Rod D.",Republican,Washington,https://api.congress.gov/v3/member/C000293?format=json,8.0,,,1983,1993
1951,C000286,"Chambliss, Saxby",Republican,Georgia,https://api.congress.gov/v3/member/C000286?format=json,,2015,2003,1995,2003
1952,C000275,"Chamberlain, Charles E.",Republican,Michigan,https://api.congress.gov/v3/member/C000275?format=json,6.0,,,1957,1975
1953,C000263,"Cederberg, Elford A.",Republican,Michigan,https://api.congress.gov/v3/member/C000263?format=json,10.0,,,1953,1979
1954,C000261,"Cavanaugh, John J.",Democratic,Nebraska,https://api.congress.gov/v3/member/C000261?format=json,2.0,,,1977,1981
1955,C000243,"Castle, Michael N.",Republican,Delaware,https://api.congress.gov/v3/member/C000243?format=json,,,,1993,2011
1956,C000228,"Casey, Bob",Democratic,Texas,https://api.congress.gov/v3/member/C000228?format=json,22.0,,,1959,1977
1957,C000201,"Carter, Tim Lee",Republican,Kentucky,https://api.congress.gov/v3/member/C000201?format=json,5.0,,,1965,1981
1958,C000178,"Carr, Bob",Democratic,Michigan,https://api.congress.gov/v3/member/C000178?format=json,8.0,,,1975,1981
1959,C000165,"Carney, William",Republican,New York,https://api.congress.gov/v3/member/C000165?format=json,1.0,,,1979,1987
1960,C000164,"Carney, Charles J.",Democratic,Ohio,https://api.congress.gov/v3/member/C000164?format=json,19.0,,,1969,1979
1961,C000158,"Carman, Gregory W.",Republican,New York,https://api.congress.gov/v3/member/C000158?format=json,3.0,,,1981,1983
1962,C000143,"Carey, Hugh L.",Democratic,New York,https://api.congress.gov/v3/member/C000143?format=json,15.0,,,1961,1975
1963,C000137,"Caputo, Bruce F.",Republican,New York,https://api.congress.gov/v3/member/C000137?format=json,23.0,,,1977,1979
1964,C000107,"Canady, Charles T.",Republican,Florida,https://api.congress.gov/v3/member/C000107?format=json,12.0,,,1993,2001
1965,C000100,"Campbell, Tom",Republican,California,https://api.congress.gov/v3/member/C000100?format=json,15.0,,,1989,1993
1966,C000079,"Campbell, Carroll A., Jr.",Republican,South Carolina,https://api.congress.gov/v3/member/C000079?format=json,4.0,,,1979,1987
1967,C000077,"Campbell, Ben Nighthorse",Republican,Colorado,https://api.congress.gov/v3/member/C000077?format=json,,2005,1993,1987,1993
1968,C000073,"Camp, John N. Happy",Republican,Oklahoma,https://api.congress.gov/v3/member/C000073?format=json,6.0,,,1969,1975
1969,C000071,"Camp, Dave",Republican,Michigan,https://api.congress.gov/v3/member/C000071?format=json,4.0,,,1991,2015
1970,C000059,"Calvert, Ken",Republican,California,https://api.congress.gov/v3/member/C000059?format=json,41.0,,,1993,
1971,C000052,"Callahan, Sonny",Republican,Alabama,https://api.congress.gov/v3/member/C000052?format=json,1.0,,,1985,2003
1972,B001221,"Byron, Goodloe E.",Democratic,Maryland,https://api.congress.gov/v3/member/B001221?format=json,6.0,,,1971,1979
1973,B001220,"Byron, Beverly B.",Democratic,Maryland,https://api.congress.gov/v3/member/B001220?format=json,6.0,,,1979,1993
1974,B001213,"Byrne, Leslie L.",Democratic,Virginia,https://api.congress.gov/v3/member/B001213?format=json,11.0,,,1993,1995
1975,B001203,"Buyer, Steve",Republican,Indiana,https://api.congress.gov/v3/member/B001203?format=json,4.0,,,1993,2011
1976,B001182,"Butler, M. Caldwell",Republican,Virginia,https://api.congress.gov/v3/member/B001182?format=json,6.0,,,1971,1983
1977,B001172,"Bustamante, Albert G.",Democratic,Texas,https://api.congress.gov/v3/member/B001172?format=json,23.0,,,1985,1993
1978,B001158,"Burton, Sala",Democratic,California,https://api.congress.gov/v3/member/B001158?format=json,5.0,,,1983,1989
1979,B001156,"Burton, Phillip",Democratic,California,https://api.congress.gov/v3/member/B001156?format=json,5.0,,,1963,1985
1980,B001153,"Burton, John",Democratic,California,https://api.congress.gov/v3/member/B001153?format=json,5.0,,,1973,1983
1981,B001149,"Burton, Dan",Republican,Indiana,https://api.congress.gov/v3/member/B001149?format=json,5.0,,,1983,2013
1982,B001113,"Burlison, Bill D.",Democratic,Missouri,https://api.congress.gov/v3/member/B001113?format=json,10.0,,,1969,1981
1983,B001111,"Burleson, Omar",Democratic,Texas,https://api.congress.gov/v3/member/B001111?format=json,17.0,,,1947,1979
1984,B001102,"Burke, Yvonne B.",Democratic,California,https://api.congress.gov/v3/member/B001102?format=json,28.0,,,1973,1979
1985,B001092,"Burke, James A.",Democratic,Massachusetts,https://api.congress.gov/v3/member/B001092?format=json,11.0,,,1959,1979
1986,B001091,"Burke, J. Herbert",Republican,Florida,https://api.congress.gov/v3/member/B001091?format=json,12.0,,,1967,1979
1987,B001080,"Burgener, Clair W.",Republican,California,https://api.congress.gov/v3/member/B001080?format=json,43.0,,,1973,1983
1988,B001066,"Bunning, Jim",Republican,Kentucky,https://api.congress.gov/v3/member/B001066?format=json,,2011,1999,1987,1999
1989,B001063,"Bunn, Jim",Republican,Oregon,https://api.congress.gov/v3/member/B001063?format=json,5.0,,,1995,1997
1990,B001036,"Buechner, Jack",Republican,Missouri,https://api.congress.gov/v3/member/B001036?format=json,2.0,,,1987,1991
1991,B001008,"Buchanan, John",Republican,Alabama,https://api.congress.gov/v3/member/B001008?format=json,6.0,,,1965,1981
1992,B000997,"Bryant, John W.",Democratic,Texas,https://api.congress.gov/v3/member/B000997?format=json,5.0,,,1983,1997
1993,B000996,"Bryant, Ed",Republican,Tennessee,https://api.congress.gov/v3/member/B000996?format=json,7.0,,,1995,2003
1994,B000971,"Bruce, Terry L.",Democratic,Illinois,https://api.congress.gov/v3/member/B000971?format=json,19.0,,,1985,1993
1995,B000967,"Broyhill, Joel T.",Republican,Virginia,https://api.congress.gov/v3/member/B000967?format=json,10.0,,,1953,1975
1996,B000953,"Brownback, Sam",Republican,Kansas,https://api.congress.gov/v3/member/B000953?format=json,,2011,1996,1995,1996
1997,B000919,"Brown, Hank",Republican,Colorado,https://api.congress.gov/v3/member/B000919?format=json,,1997,1991,1981,1991
1998,B000918,"Brown, George E., Jr.",Democratic,California,https://api.congress.gov/v3/member/B000918?format=json,42.0,,,1963,1971
1999,B000917,"Brown, Garry E.",Republican,Michigan,https://api.congress.gov/v3/member/B000917?format=json,3.0,,,1967,1979
2000,B000911,"Brown, Corrine",Democratic,Florida,https://api.congress.gov/v3/member/B000911?format=json,5.0,,,1993,2017
2001,B000910,"Brown, Clarence, Jr.",Republican,Ohio,https://api.congress.gov/v3/member/B000910?format=json,7.0,,,1965,1983
2002,B000897,"Browder, Glen",Democratic,Alabama,https://api.congress.gov/v3/member/B000897?format=json,3.0,,,1989,1997
2003,B000893,"Brotzman, Donald G.",Republican,Colorado,https://api.congress.gov/v3/member/B000893?format=json,2.0,,,1963,1965
2004,B000890,"Broomfield, William S.",Republican,Michigan,https://api.congress.gov/v3/member/B000890?format=json,18.0,,,1957,1993
2005,B000880,"Brooks, Jack B.",Democratic,Texas,https://api.congress.gov/v3/member/B000880?format=json,9.0,,,1953,1995
2006,B000862,"Brodhead, William",Democratic,Michigan,https://api.congress.gov/v3/member/B000862?format=json,17.0,,,1975,1983
2007,B000845,"Britt, Robin",Democratic,North Carolina,https://api.congress.gov/v3/member/B000845?format=json,6.0,,,1983,1985
2008,B000400,"Bentsen, Ken",Democratic,Texas,https://api.congress.gov/v3/member/B000400?format=json,25.0,,,1995,2003
2009,B000392,"Bentley, Helen Delich",Republican,Maryland,https://api.congress.gov/v3/member/B000392?format=json,2.0,,,1985,1995
2010,B000371,"Bennett, Charles E.",Democratic,Florida,https://api.congress.gov/v3/member/B000371?format=json,3.0,,,1949,1993
2011,B000363,"Benjamin, Adam, Jr.",Democratic,Indiana,https://api.congress.gov/v3/member/B000363?format=json,1.0,,,1977,1983
2012,B000362,"Benitez, Jamie",Democratic,Puerto Rico,https://api.congress.gov/v3/member/B000362?format=json,,,,1973,1977
2013,B000358,"Benedict, Cleve",Republican,West Virginia,https://api.congress.gov/v3/member/B000358?format=json,2.0,,,1981,1983
2014,B000330,"Bell, Alphonzo",Republican,California,https://api.congress.gov/v3/member/B000330?format=json,27.0,,,1961,1977
2015,B000318,"Beilenson, Anthony C.",Democratic,California,https://api.congress.gov/v3/member/B000318?format=json,24.0,,,1977,1997
2016,B000298,"Bedell, Berkley W.",Democratic,Iowa,https://api.congress.gov/v3/member/B000298?format=json,6.0,,,1975,1987
2017,B000287,"Becerra, Xavier",Democratic,California,https://api.congress.gov/v3/member/B000287?format=json,34.0,,,1993,2017
2018,B000280,"Beard, Robin",Republican,Tennessee,https://api.congress.gov/v3/member/B000280?format=json,6.0,,,1973,1983
2019,B000279,"Beard, Edward",Democratic,Rhode Island,https://api.congress.gov/v3/member/B000279?format=json,2.0,,,1975,1981
2020,B000244,"Bauman, Robert E.",Republican,Maryland,https://api.congress.gov/v3/member/B000244?format=json,1.0,,,1973,1981
2021,B000243,"Baucus, Max",Democratic,Montana,https://api.congress.gov/v3/member/B000243?format=json,,2014,1979,1975,1979
2022,B000236,"Bates, Jim",Democratic,California,https://api.congress.gov/v3/member/B000236?format=json,44.0,,,1983,1991
2023,B000220,"Bass, Charles F.",Republican,New Hampshire,https://api.congress.gov/v3/member/B000220?format=json,2.0,,,1995,2007
2024,B000213,"Barton, Joe",Republican,Texas,https://api.congress.gov/v3/member/B000213?format=json,6.0,,,1985,2019
2025,B000204,"Bartlett, Steve",Republican,Texas,https://api.congress.gov/v3/member/B000204?format=json,3.0,,,1983,1993
2026,B000208,"Bartlett, Roscoe G.",Republican,Maryland,https://api.congress.gov/v3/member/B000208?format=json,6.0,,,1993,2013
2027,B000178,"Barrett, William A.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/B000178?format=json,1.0,,,1945,1947
2028,B000177,"Barrett, Thomas M.",Democratic,Wisconsin,https://api.congress.gov/v3/member/B000177?format=json,5.0,,,1993,2003
2029,B000179,"Barrett, Bill",Republican,Nebraska,https://api.congress.gov/v3/member/B000179?format=json,3.0,,,1991,2001
2030,B000169,"Barr, Bob",Republican,Georgia,https://api.congress.gov/v3/member/B000169?format=json,7.0,,,1995,2003
2031,B000160,"Barnes, Michael D.",Democratic,Maryland,https://api.congress.gov/v3/member/B000160?format=json,8.0,,,1979,1987
2032,B000153,"Barnard, Doug, Jr.",Democratic,Georgia,https://api.congress.gov/v3/member/B000153?format=json,10.0,,,1977,1993
2033,B000151,"Barlow, Tom",Democratic,Kentucky,https://api.congress.gov/v3/member/B000151?format=json,1.0,,,1993,1995
2034,B000134,"Barcia, James A.",Democratic,Michigan,https://api.congress.gov/v3/member/B000134?format=json,5.0,,,1993,2003
2035,B001226,"Barca, Peter",Democratic,Wisconsin,https://api.congress.gov/v3/member/B001226?format=json,1.0,,,1993,1995
2036,B000104,"Ballenger, Cass",Republican,North Carolina,https://api.congress.gov/v3/member/B000104?format=json,10.0,,,1985,2005
2037,B000083,"Baldus, Alvin J.",Democratic,Wisconsin,https://api.congress.gov/v3/member/B000083?format=json,3.0,,,1975,1981
2038,B000081,"Baldacci, John Elias",Democratic,Maine,https://api.congress.gov/v3/member/B000081?format=json,2.0,,,1995,2003
2039,B000072,"Baker, Richard H.",Republican,Louisiana,https://api.congress.gov/v3/member/B000072?format=json,6.0,,,1987,2008
2040,B000069,"Baker, LaMar",Republican,Tennessee,https://api.congress.gov/v3/member/B000069?format=json,3.0,,,1971,1975
2041,B000078,"Baker, Bill",Republican,California,https://api.congress.gov/v3/member/B000078?format=json,10.0,,,1993,1997
2042,B000047,"Bailey, Wendell",Republican,Missouri,https://api.congress.gov/v3/member/B000047?format=json,8.0,,,1981,1983
2043,B000037,"Bailey, Donald A.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/B000037?format=json,21.0,,,1979,1983
2044,B000028,"Baesler, Scotty",Democratic,Kentucky,https://api.congress.gov/v3/member/B000028?format=json,6.0,,,1993,1999
2045,B000025,"Badillo, Herman",Democratic,New York,https://api.congress.gov/v3/member/B000025?format=json,21.0,,,1971,1979
2046,B000024,"Badham, Robert E.",Republican,California,https://api.congress.gov/v3/member/B000024?format=json,40.0,,,1977,1989
2047,B000013,"Bachus, Spencer",Republican,Alabama,https://api.congress.gov/v3/member/B000013?format=json,6.0,,,1993,2015
2048,B000008,"Bacchus, Jim",Democratic,Florida,https://api.congress.gov/v3/member/B000008?format=json,15.0,,,1991,1995
2049,A000337,"AuCoin, Les",Democratic,Oregon,https://api.congress.gov/v3/member/A000337?format=json,1.0,,,1975,1993
2050,A000329,"Atkinson, Eugene V.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/A000329?format=json,25.0,,,1979,1983
2051,A000226,"Atkins, Chester G.",Democratic,Massachusetts,https://api.congress.gov/v3/member/A000226?format=json,5.0,,,1985,1993
2052,A000224,"Aspin, Les",Democratic,Wisconsin,https://api.congress.gov/v3/member/A000224?format=json,1.0,,,1971,1995
2053,A000222,"Ashley, Thomas L.",Democratic,Ohio,https://api.congress.gov/v3/member/A000222?format=json,9.0,,,1955,1981
2054,A000221,"Ashbrook, John M.",Republican,Ohio,https://api.congress.gov/v3/member/A000221?format=json,17.0,,,1961,1983
2055,A000220,"Ashbrook, Jean",Republican,Ohio,https://api.congress.gov/v3/member/A000220?format=json,17.0,,,1981,1983
2056,A000219,"Armstrong, William L.",Republican,Colorado,https://api.congress.gov/v3/member/A000219?format=json,,1991,1979,1973,1979
2057,A000217,"Armey, Richard K.",Republican,Texas,https://api.congress.gov/v3/member/A000217?format=json,26.0,,,1985,2003
2058,A000216,"Arends, Leslie C.",Republican,Illinois,https://api.congress.gov/v3/member/A000216?format=json,15.0,,,1935,1975
2059,A000215,"Archer, Bill",Republican,Texas,https://api.congress.gov/v3/member/A000215?format=json,7.0,,,1971,2001
2060,A000214,"Applegate, Douglas",Democratic,Ohio,https://api.congress.gov/v3/member/A000214?format=json,18.0,,,1977,1995
2061,A000213,"Anthony, Beryl, Jr.",Democratic,Arkansas,https://api.congress.gov/v3/member/A000213?format=json,4.0,,,1979,1993
2062,A000212,"Annunzio, Frank",Democratic,Illinois,https://api.congress.gov/v3/member/A000212?format=json,11.0,,,1965,1993
2063,A000211,"Andrews, Thomas H.",Democratic,Maine,https://api.congress.gov/v3/member/A000211?format=json,1.0,,,1991,1995
2064,A000210,"Andrews, Robert E.",Democratic,New Jersey,https://api.congress.gov/v3/member/A000210?format=json,1.0,,,1989,2014
2065,A000209,"Andrews, Michael",Democratic,Texas,https://api.congress.gov/v3/member/A000209?format=json,25.0,,,1983,1995
2066,A000208,"Andrews, Mark",Republican,North Dakota,https://api.congress.gov/v3/member/A000208?format=json,,1987,1981,1963,1981
2067,A000207,"Andrews, Ike",Democratic,North Carolina,https://api.congress.gov/v3/member/A000207?format=json,4.0,,,1973,1985
2068,A000195,"Anderson, John B.",Republican,Illinois,https://api.congress.gov/v3/member/A000195?format=json,16.0,,,1961,1981
2069,A000189,"Anderson, Glenn M.",Democratic,California,https://api.congress.gov/v3/member/A000189?format=json,32.0,,,1969,1993
2070,A000177,"Ammerman, Joseph S.",Democratic,Pennsylvania,https://api.congress.gov/v3/member/A000177?format=json,23.0,,,1977,1979
2071,A000170,"Ambro, Jerome A.",Democratic,New York,https://api.congress.gov/v3/member/A000170?format=json,3.0,,,1975,1981
2072,A000121,"Allen, George",Republican,Virginia,https://api.congress.gov/v3/member/A000121?format=json,,2007,2001,1991,1993
2073,A000118,"Allen, Clifford R.",Democratic,Tennessee,https://api.congress.gov/v3/member/A000118?format=json,5.0,,,1975,1979
2074,A000109,"Allard, Wayne",Republican,Colorado,https://api.congress.gov/v3/member/A000109?format=json,,2009,1997,1991,1997
2075,A000103,"Alexander, Bill",Democratic,Arkansas,https://api.congress.gov/v3/member/A000103?format=json,1.0,,,1969,1993
2076,A000076,"Albosta, Donald J.",Democratic,Michigan,https://api.congress.gov/v3/member/A000076?format=json,10.0,,,1979,1985
