,Unnamed: 0,Bio Guide ID,Name,Party,State,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year,Current Senator,Current House Rep,Years in Senate,Years in House,Served in Senate,Served in House,Suffix,Nickname,Last,First_Actual,Middle,First Last,2013 Contributions,2014 Contributions,2015 Contributions,2016 Contributions,2017 Contributions,2018 Contributions,2019 Contributions,2020 Contributions,2021 Contributions,2022 Contributions,Total Contributions 2013-2022
0,0,B001305,"Budd, Ted",Republican,North Carolina,,,2023.0,2017.0,2023.0,Y,N,0.0,6.0,Y,Y,,,Budd,Ted,,Ted Budd,0.0,0.0,0.0,25759.5,71475.0,121167.26,122832.44,115319.0,85040.0,617763.9,1159357.1
1,1,W000817,"Warren, Elizabeth",Democratic,Massachusetts,,,2013.0,,,Y,,10.0,,Y,N,,,Warren,Elizabeth,,Elizabeth Warren,41000.0,59600.0,105158.81,120439.03,197290.24,91004.55,21483.61,15893.349999999999,10000.0,0.0,661869.59
2,2,W000802,"Whitehouse, Sheldon",Democratic,Rhode Island,,,2007.0,,,Y,,16.0,,Y,N,,,Whitehouse,Sheldon,,Sheldon Whitehouse,148056.65000000002,214710.77000000002,262836.85,228049.75,541347.47,688087.1000000001,126452.72,47500.0,115500.0,123350.0,2495891.31
3,3,Y000064,"Young, Todd",Republican,Indiana,,,2017.0,2011.0,2017.0,Y,N,6.0,6.0,Y,Y,,,Young,Todd,,Todd Young,233891.22,265122.15,543396.59,971535.0,242447.54,258472.05,574320.0,480184.0,1054659.29,1133276.54,5757304.38
4,4,W000800,"Welch, Peter",Democratic,Vermont,,,2023.0,2007.0,2023.0,Y,N,0.0,16.0,Y,Y,,,Welch,Peter,,Peter Welch,274750.0,228650.0,222600.0,211532.2,176490.63,184071.5,142045.18,165732.0,223171.83000000002,487716.58,2316759.92
5,5,W000779,"Wyden, Ron",Democratic,Oregon,,,1996.0,1981.0,1996.0,Y,N,27.0,15.0,Y,Y,,,Wyden,Ron,,Ron Wyden,915683.1,1666936.65,990786.4299999999,964013.7100000001,341394.14,293604.49,208637.72,426700.0,1114016.98,1031343.3699999999,7953116.589999999
6,6,W000437,"Wicker, Roger F.",Republican,Mississippi,,,2007.0,1995.0,2007.0,Y,N,16.0,12.0,Y,Y,,,Wicker,Roger,F.,Roger Wicker,141250.0,147603.34,328637.04000000004,239322.82,659331.1200000001,767177.46,479760.35,244134.0,413746.0,670867.44,4091829.5700000003
7,7,V000137,"Vance, J. D.",Republican,Ohio,,,2023.0,,,Y,,0.0,,Y,N,,,Vance,J.,D.,J. Vance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50400.0,308625.0,359025.0
8,8,W000790,"Warnock, Raphael G.",Democratic,Georgia,,,2021.0,,,Y,,2.0,,Y,N,,,Warnock,Raphael,G.,Raphael Warnock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512588.78,518799.51,1135866.2599999998,2167254.55
9,9,T000278,"Tuberville, Tommy",Republican,Alabama,,,2021.0,,,Y,,2.0,,Y,N,,,Tuberville,Tommy,,Tommy Tuberville,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,258100.0,87550.0,65114.0,417764.0
10,10,T000476,"Tillis, Thomas",Republican,North Carolina,,,2015.0,,,Y,,8.0,,Y,N,,,Tillis,Thomas,,Thomas Tillis,0.0,14500.0,21500.0,4500.0,18000.0,11000.0,39500.0,38500.0,15500.0,22500.0,185500.0
11,11,W000805,"Warner, Mark R.",Democratic,Virginia,,,2009.0,,,Y,,14.0,,Y,N,,,Warner,Mark,R.,Mark Warner,1929140.1400000001,1323474.81,5310534.77,448091.33999999997,800380.47,405925.0,1073604.82,956180.0,422110.0,492239.0,13161680.35
12,12,T000250,"Thune, John",Republican,South Dakota,,,2005.0,1997.0,2003.0,Y,N,18.0,6.0,Y,Y,,,Thune,John,,John Thune,787395.36,796625.16,1392963.0,1455912.47,745564.99,997703.3200000001,714973.3200000001,667432.55,999525.94,1980563.4499999997,10538659.56
13,13,V000128,"Van Hollen, Chris",Democratic,Maryland,,,2017.0,2003.0,2017.0,Y,N,6.0,14.0,Y,Y,,,Van Hollen,Chris,,Chris Van Hollen,427989.39,299447.77,478087.53,776141.48,185334.91999999998,207721.76,117081.18,106950.0,528098.19,606818.02,3733670.2399999998
14,14,S001203,"Smith, Tina",Democratic,Minnesota,,,2018.0,,,Y,,5.0,,Y,N,,,Smith,Tina,,Tina Smith,0.0,0.0,0.0,0.0,1000.0,1028400.53,1123881.24,999452.64,283550.0,356400.0,3792684.41
15,15,S001198,"Sullivan, Dan",Republican,Alaska,,,2015.0,,,Y,,8.0,,Y,N,,,Sullivan,Dan,,Dan Sullivan,64800.0,271200.0,168750.0,114967.82,216569.53999999998,237830.0,713603.56,667384.0,193500.0,361464.0,3010068.92
16,16,S001191,"Sinema, Kyrsten",Independent,Arizona,,,2019.0,2013.0,2019.0,Y,N,4.0,6.0,Y,Y,,,Sinema,Kyrsten,,Kyrsten Sinema,308531.33999999997,543277.86,633410.74,952223.96,1387275.98,855666.05,927342.5,693550.0,1059950.0,1141120.0,8502348.43
17,17,T000464,"Tester, Jon",Democratic,Montana,,,2007.0,,,Y,,16.0,,Y,N,,,Tester,Jon,,Jon Tester,385944.95999999996,448311.23,917933.95,898445.96,1408041.31,2117175.0300000003,849732.74,503750.0,631760.7,906518.45,9067614.33
18,18,S001184,"Scott, Tim",Republican,South Carolina,,,2013.0,2011.0,2013.0,Y,N,10.0,2.0,Y,Y,,,Scott,Tim,,Tim Scott,1000301.6699999999,580945.0,992751.1799999999,1033412.9600000001,531947.24,480696.54000000004,628215.8999999999,514018.0,1589360.3399999999,1556440.48,8908089.31
19,19,S001181,"Shaheen, Jeanne",Democratic,New Hampshire,,,2009.0,,,Y,,14.0,,Y,N,,,Shaheen,Jeanne,,Jeanne Shaheen,844790.1,1090064.56,134200.0,267925.0,324470.28,304325.0,1233518.1800000002,871653.95,304750.0,324077.98,5699775.050000001
20,20,S000770,"Stabenow, Debbie",Democratic,Michigan,,,2001.0,1997.0,2001.0,Y,N,22.0,4.0,Y,Y,,,Stabenow,Debbie,,Debbie Stabenow,251535.13,511587.83999999997,553832.5,724613.74,1119007.0699999998,1006388.6,689721.63,343100.02,488045.95999999996,504506.5,6192338.989999999
21,21,S001227,"Schmitt, Eric",Republican,Missouri,,,2023.0,,,Y,,0.0,,Y,N,,,Schmitt,Eric,,Eric Schmitt,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,2750.0,293600.0,297350.0
22,22,S001217,"Scott, Rick",Republican,Florida,,,2019.0,,,Y,,4.0,,Y,N,,,Scott,Rick,,Rick Scott,1000.0,3500.0,0.0,0.0,2637.04,570100.76,365682.88,283784.0,229563.8,194614.0,1650882.4800000002
23,23,S001194,"Schatz, Brian",Democratic,Hawaii,,,2012.0,,,Y,,11.0,,Y,N,,,Schatz,Brian,,Brian Schatz,258200.21,446297.0,534926.91,546737.07,297765.5,225071.5,292199.17,255754.2,419438.58999999997,596357.09,3872747.2399999998
24,24,R000595,"Rubio, Marco",Republican,Florida,,,2011.0,,,Y,,12.0,,Y,N,,,Rubio,Marco,,Marco Rubio,755420.6699999999,1165808.48,2774837.29,1902107.39,406285.63,386630.0,492429.32,396784.0,1047203.3399999999,1046304.0,10373810.12
25,25,S000148,"Schumer, Charles E.",Democratic,New York,,,1999.0,1981.0,1999.0,Y,N,24.0,18.0,Y,Y,,,Schumer,Charles,E.,Charles Schumer,439107.08,694789.96,1424433.0,911299.03,320102.12,324340.5,427145.18,560400.0,950466.0,317050.0,6369132.87
26,26,S000033,"Sanders, Bernard",Independent,Vermont,,,2007.0,1991.0,2007.0,Y,N,16.0,16.0,Y,Y,,,Sanders,Bernard,,Bernard Sanders,15399.630000000001,24556.46,4878.860000000001,0.0,7000.0,23370.9,0.0,7065.0,0.0,0.0,82270.85
27,27,R000618,"Ricketts, Pete",Republican,Nebraska,,,2023.0,,,Y,,0.0,,Y,N,,,Ricketts,Pete,,Pete Ricketts,2500.0,1500.0,3000.0,0.0,10000.0,15000.0,0.0,0.0,0.0,0.0,32000.0
28,28,R000615,"Romney, Mitt",Republican,Utah,,,2019.0,,,Y,,4.0,,Y,N,,,Romney,Mitt,,Mitt Romney,0.0,-1500.0,0.0,0.0,0.0,142900.0,405323.52,340535.0,274100.0,346064.0,1507422.52
29,29,R000608,"Rosen, Jacky",Democratic,Nevada,,,2019.0,2017.0,2019.0,Y,N,4.0,2.0,Y,Y,,,Rosen,Jacky,,Jacky Rosen,0.0,0.0,0.0,195862.32,231939.02000000002,516341.77999999997,554881.31,423300.0,501515.0,704836.73,3128676.16
30,30,R000605,"Rounds, Mike",Republican,South Dakota,,,2015.0,,,Y,,8.0,,Y,N,,,Rounds,Mike,,Mike Rounds,148950.0,418753.33999999997,139750.0,99283.37,250350.0,196289.4,593347.31,379184.0,163000.0,297714.0,2686621.42
31,31,P000595,"Peters, Gary C.",Democratic,Michigan,,,2015.0,2009.0,2015.0,Y,N,8.0,6.0,Y,Y,,,Peters,Gary,C.,Gary Peters,655536.6599999999,709663.73,282228.54000000004,265537.99,310172.93,858197.4,1365250.94,1641640.12,564282.4,567014.99,7219525.7
32,32,R000584,"Risch, James E.",Republican,Idaho,,,2009.0,,,Y,,14.0,,Y,N,,,Risch,James,E.,James Risch,88442.0,86585.0,9000.0,8467.2,15110.630000000001,35000.0,80073.32,122600.0,36000.0,36500.0,517778.15
33,33,R000122,"Reed, Jack",Democratic,Rhode Island,,,1997.0,1991.0,1997.0,Y,N,26.0,6.0,Y,Y,,,Reed,Jack,,Jack Reed,640750.03,526912.66,182420.58000000002,746750.0,691129.14,208731.0,497985.18,436300.0,214926.0,230150.0,4376054.59
34,34,P000145,"Padilla, Alex",Democratic,California,,,2021.0,,,Y,,2.0,,Y,N,,,Padilla,Alex,,Alex Padilla,0.0,999.99,0.0,0.0,0.0,0.0,0.0,15500.0,977516.63,1092558.69,2086575.31
35,35,O000174,"Ossoff, Jon",Democratic,Georgia,,,2021.0,,,Y,,2.0,,Y,N,,,Ossoff,Jon,,Jon Ossoff,0.0,0.0,0.0,95.0,95008.63,250.0,500.0,318612.06999999995,3736.32,7500.0,425702.01999999996
36,36,M001190,"Mullin, Markwayne",Republican,Oklahoma,,,2023.0,2013.0,2023.0,Y,N,0.0,10.0,Y,Y,,,Mullin,Markwayne,,Markwayne Mullin,156790.87,225740.0,311447.85,379499.6,428030.77,431737.5,466023.32,463879.0,327953.87,963414.0,4154516.78
37,37,P000603,"Paul, Rand",Republican,Kentucky,,,2011.0,,,Y,,12.0,,Y,N,,,Paul,Rand,,Rand Paul,230750.0,179606.43000000002,241677.75,508560.0,37850.0,76330.0,88121.5,50584.0,138281.34,426978.1,1978739.12
38,38,M001169,"Murphy, Christopher",Democratic,Connecticut,,,2013.0,2007.0,2013.0,Y,N,10.0,6.0,Y,Y,,,Murphy,Christopher,,Christopher Murphy,73657.85,37500.0,76500.0,38023.5,157500.0,155128.96000000002,13831.18,-1500.0,4500.0,500.0,555641.4900000001
39,39,M001111,"Murray, Patty",Democratic,Washington,,,1993.0,,,Y,,30.0,,Y,N,,,Murray,Patty,,Patty Murray,538409.94,6368069.459999999,1893873.97,1400015.63,341039.57,394379.0,608240.1799999999,397502.6,837789.59,1762925.48,14542245.42
40,40,M001153,"Murkowski, Lisa",Republican,Alaska,,,2003.0,,,Y,,20.0,,Y,N,,,Murkowski,Lisa,,Lisa Murkowski,470670.35,362781.23,916601.58,1165749.5899999999,504632.89,460940.0,672616.75,341585.0,970116.56,1792163.2,7657857.150000001
41,41,M001198,"Marshall, Roger",Republican,Kansas,,,2021.0,2017.0,2021.0,Y,N,2.0,4.0,Y,Y,,,Marshall,Roger,,Roger Marshall,0.0,0.0,19500.0,208600.0,215436.11,187643.54,378930.19,721319.2,196450.0,247964.0,2175843.04
42,42,M001176,"Merkley, Jeff",Democratic,Oregon,,,2009.0,,,Y,,14.0,,Y,N,,,Merkley,Jeff,,Jeff Merkley,382581.7,512930.24,88378.86,143867.11,57247.72,80669.63,169103.19,138250.0,30300.0,44466.770000000004,1647795.2199999997
43,43,M000934,"Moran, Jerry",Republican,Kansas,,,2011.0,1997.0,2011.0,Y,N,12.0,14.0,Y,Y,,,Moran,Jerry,,Jerry Moran,569594.15,712790.75,871251.76,943772.71,241810.63,427549.15,769082.21,440512.0,862366.53,1434589.0,7273318.89
44,44,M000639,"Menendez, Robert",Democratic,New Jersey,,,2006.0,1993.0,2006.0,Y,N,17.0,13.0,Y,Y,,,Menendez,Robert,,Robert Menendez,229301.37,693026.9400000001,138911.91999999998,245875.0,396493.32,709732.76,269295.18,332500.0,352650.0,742681.94,4110468.43
45,45,M000133,"Markey, Edward J.",Democratic,Massachusetts,,,2013.0,1977.0,2013.0,Y,N,10.0,36.0,Y,Y,,,Markey,Edward,J.,Edward Markey,560065.61,299706.45999999996,52360.240000000005,112000.0,102010.63,69200.0,210245.18,91120.0,19050.0,28000.0,1543758.1199999999
46,46,M000355,"McConnell, Mitch",Republican,Kentucky,,,1985.0,,,Y,,38.0,,Y,N,,,McConnell,Mitch,,Mitch McConnell,2365733.77,2447509.16,1072856.56,940591.85,1789182.71,1787460.63,4060980.3600000003,2708752.1,1479833.0,2777563.0,21430463.14
47,47,K000393,"Kennedy, John",Republican,Louisiana,,,2017.0,,,Y,,6.0,,Y,N,,,Kennedy,John,,John Kennedy,0.0,0.0,0.0,461750.0,276651.52,183409.5,292510.5,168784.0,334733.32999999996,572253.46,2290092.31
48,48,K000383,"King, Angus S., ",Independent,Maine,,,2013.0,,,Y,,10.0,,Y,N,Jr.,,King,Angus,S.,Angus King,23000.0,26383.88,114750.36,61132.2,387841.63,402400.17,81547.32,64750.0,58973.95,73000.0,1293779.51
49,49,K000367,"Klobuchar, Amy",Democratic,Minnesota,,,2007.0,,,Y,,16.0,,Y,N,,,Klobuchar,Amy,,Amy Klobuchar,525312.36,597995.6,1413648.0,389502.11,846842.74,696659.11,93273.0,79660.82,81050.0,48325.0,4772268.74
50,50,L000577,"Lee, Mike",Republican,Utah,,,2011.0,,,Y,,12.0,,Y,N,,,Lee,Mike,,Mike Lee,196383.57,115400.0,350670.0,400156.42,118498.0,109339.82,142295.18,185673.0,477083.32999999996,778232.0,2873731.32
51,51,M001183,"Manchin, Joe, ",Democratic,West Virginia,,,2010.0,,,Y,,13.0,,Y,N,III,,Manchin,Joe,,Joe Manchin,236954.91,337456.88,292350.0,372767.2,952293.3200000001,779306.19,517870.64,536045.78,964567.5,645004.0,5634616.42
52,52,L000575,"Lankford, James",Republican,Oklahoma,,,2015.0,2011.0,2015.0,Y,N,8.0,4.0,Y,Y,,,Lankford,James,,James Lankford,170015.37,529668.63,258466.32,475167.0,132744.36,242061.95,272259.32,248334.0,591074.25,840517.4299999999,3760308.63
53,53,L000571,"Lummis, Cynthia M.",Republican,Wyoming,,,2021.0,2009.0,2017.0,Y,N,2.0,8.0,Y,Y,,,Lummis,Cynthia,M.,Cynthia Lummis,125736.94,128642.43,72000.0,57896.19,0.0,0.0,7500.0,360950.0,190750.0,393714.0,1337189.56
54,54,L000570,"Lujan, Ben Ray",Democratic,New Mexico,,,2021.0,2009.0,2021.0,Y,N,2.0,12.0,Y,Y,,,Lujan,Ben,Ray,Ben Lujan,142834.0,136259.28,210250.0,271500.0,159619.14,281821.56000000006,177750.0,140880.98,48250.0,23544.1,1592709.06
55,55,H000273,"Hickenlooper, John W.",Democratic,Colorado,,,2021.0,,,Y,,2.0,,Y,N,,,Hickenlooper,John,W.,John Hickenlooper,1000.0,4700.0,0.0,0.0,0.0,0.0,75403.0,363393.17,128606.39,180014.84,753117.3999999999
56,56,K000377,"Kelly, Mark",Democratic,Arizona,,,2020.0,,,Y,,3.0,,Y,N,,,Kelly,Mark,,Mark Kelly,500.0,0.0,0.0,0.0,0.0,0.0,60751.72,330667.12,237450.1,816326.36,1445695.2999999998
57,57,H001079,"Hyde-Smith, Cindy",Republican,Mississippi,,,2018.0,,,Y,,5.0,,Y,N,,,Hyde-Smith,Cindy,,Cindy Hyde-Smith,0.0,1000.0,0.0,0.0,1000.0,1033149.2,409466.66000000003,413077.0,29250.0,124764.0,2011706.8599999999
58,58,K000384,"Kaine, Tim",Democratic,Virginia,,,2013.0,,,Y,,10.0,,Y,N,,,Kaine,Tim,,Tim Kaine,261528.61,283790.99,370204.4,488835.5,976411.96,890515.0,281511.14,232340.0,339350.0,415450.0,4539937.6
59,59,J000293,"Johnson, Ron",Republican,Wisconsin,,,2011.0,,,Y,,12.0,,Y,N,,,Johnson,Ron,,Ron Johnson,62600.0,133301.1,510775.51,684867.84,185500.0,167335.87,115073.32,77084.0,49233.34,625299.0,2611069.98
60,60,H001061,"Hoeven, John",Republican,North Dakota,,,2011.0,,,Y,,12.0,,Y,N,,,Hoeven,John,,John Hoeven,131881.22999999998,115030.0,371250.0,583086.15,157047.32,190942.6,150432.52,110134.0,412286.67,767541.5,2989631.99
61,61,H001042,"Hirono, Mazie K.",Democratic,Hawaii,,,2013.0,2007.0,2013.0,Y,N,10.0,6.0,Y,Y,,,Hirono,Mazie,K.,Mazie Hirono,369416.01,109600.0,158994.4,128860.33,427936.27,615803.8,177384.0,190500.0,162650.0,191000.0,2532144.81
62,62,H000601,"Hagerty, Bill",Republican,Tennessee,,,2021.0,,,Y,,2.0,,Y,N,,,Hagerty,Bill,,Bill Hagerty,0.0,0.0,0.0,0.0,0.0,0.0,210200.0,452800.0,302250.0,551913.2,1517163.2
63,63,H001089,"Hawley, Josh",Republican,Missouri,,,2019.0,,,Y,,4.0,,Y,N,,,Hawley,Josh,,Josh Hawley,0.0,0.0,0.0,1000.0,17500.0,575395.0,163250.0,107234.0,12500.0,11414.0,888293.0
64,64,H001076,"Hassan, Margaret Wood",Democratic,New Hampshire,,,2017.0,,,Y,,6.0,,Y,N,,,Hassan,Margaret,Wood,Margaret Hassan,0.0,0.0,45000.0,64250.0,27250.0,21500.0,42000.0,73500.0,163000.0,572548.13,1009048.13
65,65,G000555,"Gillibrand, Kirsten E.",Democratic,New York,,,2009.0,2007.0,2009.0,Y,N,14.0,2.0,Y,Y,,,Gillibrand,Kirsten,E.,Kirsten Gillibrand,515680.99,272105.70999999996,202588.48,541200.0,337292.42000000004,125872.86,25347.699999999997,812.51,12105.0,41848.33,2074854.0000000002
66,66,H001046,"Heinrich, Martin",Democratic,New Mexico,,,2013.0,2009.0,2013.0,Y,N,10.0,4.0,Y,Y,,,Heinrich,Martin,,Martin Heinrich,307787.77,285058.88,422809.20999999996,574364.95,1274111.38,857650.91,372772.0,361567.0,420475.0,540960.0,5417557.1
67,67,G000386,"Grassley, Chuck",Republican,Iowa,,,1981.0,1975.0,1981.0,Y,N,42.0,6.0,Y,Y,,,Grassley,Chuck,,Chuck Grassley,135500.0,183889.54,536065.8,464523.2,130907.95000000001,160941.07,297423.32,208000.0,311438.03,706535.49,3135224.4000000004
68,68,G000359,"Graham, Lindsey",Republican,South Carolina,,,2003.0,1995.0,2003.0,Y,N,20.0,8.0,Y,Y,,,Graham,Lindsey,,Lindsey Graham,868177.96,1373209.36,334985.42,152364.02,474957.14,306205.25,854021.15,719179.37,123835.0,201114.0,5408048.670000001
69,69,F000479,"Fetterman, John",Democratic,Pennsylvania,,,2023.0,,,Y,,0.0,,Y,N,,,Fetterman,John,,John Fetterman,0.0,0.0,2400.0,2000.0,0.0,0.0,0.0,0.0,28978.0,337846.71,371224.71
70,70,E000295,"Ernst, Joni",Republican,Iowa,,,2015.0,,,Y,,8.0,,Y,N,,,Ernst,Joni,,Joni Ernst,36450.0,628630.0,119383.95,85806.79000000001,147374.95,199727.32,716623.3200000001,1029612.88,224150.0,420364.0,3608123.21
71,71,F000463,"Fischer, Deb",Republican,Nebraska,,,2013.0,,,Y,,10.0,,Y,N,,,Fischer,Deb,,Deb Fischer,160875.0,144902.13,267950.0,380474.58999999997,773443.22,679357.14,354135.15,232584.0,312650.01,370759.0,3677130.24
72,72,D000622,"Duckworth, Tammy",Democratic,Illinois,,,2017.0,2013.0,2017.0,Y,N,6.0,4.0,Y,Y,,,Duckworth,Tammy,,Tammy Duckworth,557514.57,351536.3,432299.99,627192.11,363215.39999999997,240270.5,369857.68,431017.22,648808.66,889933.0,4911645.43
73,73,F000062,"Feinstein, Dianne",Democratic,California,,,1992.0,,,Y,,31.0,,Y,N,,,Feinstein,Dianne,,Dianne Feinstein,408053.0,674089.52,545668.54,456799.34,819681.05,942263.2799999999,82045.18,125000.0,27000.0,40202.0,4120801.91
74,74,D000563,"Durbin, Richard J.",Democratic,Illinois,,,1997.0,1983.0,1997.0,Y,N,26.0,14.0,Y,Y,,,Durbin,Richard,J.,Richard Durbin,352522.41000000003,784767.22,141531.88,193210.5,101025.0,140700.4,301488.77,263050.0,100175.0,117000.0,2495471.1799999997
75,75,C001113,"Cortez Masto, Catherine",Democratic,Nevada,,,2017.0,,,Y,,6.0,,Y,N,,,Cortez Masto,Catherine,,Catherine Cortez Masto,0.0,0.0,132367.72999999998,317307.7,255187.86,245600.0,421545.18,410947.5,2116678.73,1474002.67,5373637.37
76,76,C001098,"Cruz, Ted",Republican,Texas,,,2013.0,,,Y,,10.0,,Y,N,,,Cruz,Ted,,Ted Cruz,205108.87,27675.0,45502.05,33685.0,278568.18000000005,825509.28,285323.32,180124.0,32950.0,122530.22,2036975.9200000002
77,77,C001096,"Cramer, Kevin",Republican,North Dakota,,,2019.0,2013.0,2019.0,Y,N,4.0,6.0,Y,Y,,,Cramer,Kevin,,Kevin Cramer,206261.16999999995,180292.98999999996,187327.66999999998,250673.69,282997.32,420038.71,167826.24,155584.0,181900.0,236070.12,2268971.9099999997
78,78,D000618,"Daines, Steve",Republican,Montana,,,2015.0,2013.0,2015.0,Y,N,8.0,2.0,Y,Y,,,Daines,Steve,,Steve Daines,400665.66000000003,696699.91,132631.56,139674.59,161306.86,287911.95,934190.62,1254779.0,248350.0,488164.0,4744374.15
79,79,C001095,"Cotton, Tom",Republican,Arkansas,,,2015.0,2013.0,2015.0,Y,N,8.0,2.0,Y,Y,,,Cotton,Tom,,Tom Cotton,263694.08999999997,451961.54000000004,312830.37,159482.0,203792.3,207030.0,381400.32,217982.0,147900.0,156664.0,2502736.62
80,80,C001056,"Cornyn, John",Republican,Texas,,,2002.0,,,Y,,21.0,,Y,N,,,Cornyn,John,,John Cornyn,2069972.25,1776832.23,844807.6799999999,909275.41,1206370.8199999998,1258399.21,1988443.57,1868769.92,696966.62,1006914.0,13626751.709999999
81,81,C000880,"Crapo, Mike",Republican,Idaho,,,1999.0,1993.0,1999.0,Y,N,24.0,6.0,Y,Y,,,Crapo,Mike,,Mike Crapo,527140.79,366205.22,662319.14,592083.52,467639.04000000004,392130.0,391624.18,458716.0,722626.6699999999,1245629.55,5826114.11
82,82,C001070,"Casey, Robert P., ",Democratic,Pennsylvania,,,2007.0,,,Y,,16.0,,Y,N,Jr.,,Casey,Robert,P.,Robert Casey,39000.0,52200.0,77250.0,60225.0,159713.8,118750.0,36905.18,51480.0,64280.0,63700.0,723503.98
83,83,C001088,"Coons, Christopher A.",Democratic,Delaware,,,2010.0,,,Y,,13.0,,Y,N,,,Coons,Christopher,A.,Christopher Coons,164048.24,241750.0,120500.0,117250.0,79540.63,123500.0,224050.0,241500.0,89050.0,111000.0,1512188.87
84,84,C001075,"Cassidy, Bill",Republican,Louisiana,,,2015.0,2009.0,2015.0,Y,N,8.0,6.0,Y,Y,,,Cassidy,Bill,,Bill Cassidy,235954.6,566471.61,126500.0,250833.09,419642.5,387071.95999999996,771125.73,617695.77,250075.78,530109.6499999999,4155480.69
85,85,C001035,"Collins, Susan M.",Republican,Maine,,,1997.0,,,Y,,26.0,,Y,N,,,Collins,Susan,M.,Susan Collins,804558.79,837112.2999999999,203303.0,223229.30999999997,364373.83,818891.3,1103888.37,1000204.25,233650.0,438764.0,6027975.15
86,86,C001047,"Capito, Shelley Moore",Republican,West Virginia,,,2015.0,2001.0,2015.0,Y,N,8.0,14.0,Y,Y,,,Capito,Shelley,Moore,Shelley Capito,167550.0,214500.0,35500.0,27382.2,49559.57,40000.0,113097.32,69250.0,28500.0,49500.0,794839.0900000001
87,87,C000174,"Carper, Thomas R.",Democratic,Delaware,,,2001.0,1983.0,1993.0,Y,N,22.0,10.0,Y,Y,,,Carper,Thomas,R.,Thomas Carper,113390.0,80360.0,74428.0,70461.0,181590.0,163144.5,83545.18,77573.0,83650.0,93900.0,1022041.6799999999
88,88,C000141,"Cardin, Benjamin L.",Democratic,Maryland,,,2007.0,1987.0,2007.0,Y,N,16.0,20.0,Y,Y,,,Cardin,Benjamin,L.,Benjamin Cardin,85234.63,65000.0,41181.880000000005,54918.12,138700.0,276151.5,26145.18,48500.0,3000.0,33000.0,771831.31
89,89,B001319,"Britt, Katie Boyd",Republican,Alabama,,,2023.0,,,Y,,0.0,,Y,N,,,Britt,Katie,Boyd,Katie Britt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249226.0,804377.1900000001,1053603.19
90,90,B001310,"Braun, Mike",Republican,Indiana,,,2019.0,,,Y,,4.0,,Y,N,,,Braun,Mike,,Mike Braun,0.0,300.0,0.0,0.0,0.0,489916.63,152750.0,144584.0,192741.95,225314.0,1205606.58
91,91,B001236,"Boozman, John",Republican,Arkansas,,,2011.0,2001.0,2011.0,Y,N,12.0,10.0,Y,Y,,,Boozman,John,,John Boozman,132334.63,153366.28999999998,549692.3300000001,728939.22,138888.7,233197.26,212923.32,356534.0,1948790.68,1389964.75,5844631.18
92,92,C000127,"Cantwell, Maria",Democratic,Washington,,,2001.0,1993.0,1995.0,Y,N,22.0,2.0,Y,Y,,,Cantwell,Maria,,Maria Cantwell,42334.630000000005,31314.46,42372.880000000005,101386.4,341739.61,730444.7,22545.18,19600.0,5500.0,106150.0,1443387.8599999999
93,93,B000944,"Brown, Sherrod",Democratic,Ohio,,,2007.0,1993.0,2007.0,Y,N,16.0,14.0,Y,Y,,,Brown,Sherrod,,Sherrod Brown,601140.09,752846.77,670361.16,655724.77,1260007.5899999999,1137288.03,437230.0,393252.5,451215.95999999996,526203.3200000001,6885270.19
94,94,B001288,"Booker, Cory A.",Democratic,New Jersey,,,2013.0,,,Y,,10.0,,Y,N,,,Booker,Cory,A.,Cory Booker,579361.6699999999,825688.82,702460.77,731633.73,312084.57,229529.9,105208.93000000001,235283.66999999998,103750.0,813440.73,4638442.789999999
95,95,B001277,"Blumenthal, Richard",Democratic,Connecticut,,,2011.0,,,Y,,12.0,,Y,N,,,Blumenthal,Richard,,Richard Blumenthal,286109.63,460852.5,877065.69,817338.55,216806.63,205676.0,370936.2,257750.0,559625.0,653022.89,4705183.09
96,96,B001261,"Barrasso, John",Republican,Wyoming,,,2007.0,,,Y,,16.0,,Y,N,,,Barrasso,John,,John Barrasso,393847.94,339431.43,382256.0,348235.0,1312509.3900000001,833177.27,449703.32,285084.0,446850.0,440164.0,5231258.35
97,97,B001267,"Bennet, Michael F.",Democratic,Colorado,,,2009.0,,,Y,,14.0,,Y,N,,,Bennet,Michael,F.,Michael Bennet,541110.65,1363863.2,1326396.41,1038920.71,175152.12,284675.0,47533.0,49250.0,129592.0,600105.28,5556598.37
98,98,B001230,"Baldwin, Tammy",Democratic,Wisconsin,,,2013.0,1999.0,2013.0,Y,N,10.0,14.0,Y,Y,,,Baldwin,Tammy,,Tammy Baldwin,171996.25,185115.0,178739.74,314625.24,634118.59,720130.79,192070.18,197635.0,241509.0,269850.0,3105789.79
